k,epsilon,N,k2,k1,data_duplication,store_complexity
8,0.1,10000,11,26,113.63636363636364,23909.726636999363
8,0.1,10000,10,27,125.0,27851.85185185185
8,0.1,10000,9,27,138.88888888888889,34375.8573388203
8,0.1,10000,8,27,156.25,43495.37037037037
8,0.1,10000,7,27,178.57142857142858,56795.16250944823
8,0.1,10000,6,28,208.33333333333334,74523.80952380953
8,0.1,10000,5,28,250.0,107285.71428571429
8,0.1,10000,4,28,312.5,167589.2857142857
8,0.1,10000,3,28,416.6666666666667,297857.1428571429
8,0.1,10000,2,29,625.0,646896.5517241379
8,0.1,10000,1,29,1250.0,2586896.5517241377
