k,epsilon,N,k2,k1,data_duplication,store_complexity
16,0.1,100000,960,28,6.510416666666667,152.7622767857143
16,0.1,100000,959,28,6.517205422314912,153.07326282544864
16,0.1,100000,958,28,6.524008350730689,153.3852151222194
16,0.1,100000,957,28,6.530825496342738,153.69813769986726
16,0.1,100000,956,28,6.53765690376569,154.01203460323575
16,0.1,100000,955,28,6.544502617801047,154.32690989830323
16,0.1,100000,954,29,6.551362683438155,149.3102584422357
16,0.1,100000,953,29,6.558237145855194,149.61617713619844
16,0.1,100000,952,29,6.565126050420168,149.92305238525432
16,0.1,100000,951,29,6.572029442691903,150.23088819809067
16,0.1,100000,950,29,6.578947368421052,150.53968860445124
16,0.1,100000,949,29,6.585879873551106,150.84945765526922
16,0.1,100000,948,29,6.5928270042194095,151.160199422801
16,0.1,100000,947,29,6.599788806758184,151.4719180007614
16,0.1,100000,946,29,6.606765327695561,151.78461750445928
16,0.1,100000,945,29,6.613756613756614,152.0983020709348
16,0.1,100000,944,29,6.620762711864407,152.41297585909717
16,0.1,100000,943,29,6.6277836691410394,152.72864304986373
16,0.1,100000,942,29,6.634819532908705,153.04530784629998
16,0.1,100000,941,29,6.641870350690755,153.36297447376057
16,0.1,100000,940,29,6.648936170212766,153.68164718003155
16,0.1,100000,939,29,6.656017039403621,154.00133023547326
16,0.1,100000,938,29,6.663113006396588,154.32202793316497
16,0.1,100000,937,29,6.670224119530416,154.6437445890498
16,0.1,100000,936,29,6.677350427350428,154.96648454208136
16,0.1,100000,935,29,6.684491978609626,155.29025215437122
16,0.1,100000,934,29,6.691648822269808,155.6150518113374
16,0.1,100000,933,29,6.69882100750268,155.94088792185417
16,0.1,100000,932,29,6.706008583690987,156.26776491840283
16,0.1,100000,931,29,6.713211600429646,156.59568725722386
16,0.1,100000,930,29,6.720430107526882,156.92465941846973
16,0.1,100000,929,29,6.727664155005382,157.2546859063594
16,0.1,100000,928,29,6.734913793103448,157.5857712493337
16,0.1,100000,927,29,6.742179072276159,157.9179200002119
16,0.1,100000,926,29,6.749460043196544,158.2511367363494
16,0.1,100000,925,29,6.756756756756757,158.585426059797
16,0.1,100000,924,29,6.764069264069264,158.92079259746077
16,0.1,100000,923,29,6.771397616468039,159.25724100126362
16,0.1,100000,922,29,6.778741865509762,159.5947759483079
16,0.1,100000,921,30,6.7861020629750275,154.6022887363379
16,0.1,100000,920,30,6.793478260869565,154.9306868304978
16,0.1,100000,919,30,6.800870511425463,155.26014896101842
16,0.1,100000,918,30,6.808278867102397,155.59067974805512
16,0.1,100000,917,30,6.815703380588877,155.92228383690752
16,0.1,100000,916,30,6.823144104803493,156.254965898184
16,0.1,100000,915,30,6.830601092896175,156.5887306279674
16,0.1,100000,914,30,6.838074398249453,156.9235827479822
16,0.1,100000,913,30,6.8455640744797375,157.25952700576278
16,0.1,100000,912,30,6.853070175438597,157.59656817482303
16,0.1,100000,911,30,6.860592755214051,157.93471105482732
16,0.1,100000,910,30,6.868131868131868,158.27396047176268
16,0.1,100000,909,30,6.8756875687568755,158.6143212781124
16,0.1,100000,908,30,6.883259911894273,158.95579835303099
16,0.1,100000,907,30,6.890848952590959,159.29839660252023
16,0.1,100000,906,30,6.898454746136865,159.642120959607
16,0.1,100000,905,30,6.906077348066298,159.98697638452225
16,0.1,100000,904,30,6.913716814159292,160.3329678648811
16,0.1,100000,903,30,6.921373200442968,160.68010041586493
16,0.1,100000,902,30,6.929046563192904,161.02837908040436
16,0.1,100000,901,30,6.936736958934517,161.37780892936405
16,0.1,100000,900,30,6.944444444444445,161.7283950617284
16,0.1,100000,899,30,6.952169076751947,162.0801426047893
16,0.1,100000,898,30,6.959910913140312,162.43305671433507
16,0.1,100000,897,30,6.967670011148272,162.7871425748407
16,0.1,100000,896,30,6.975446428571429,163.14240539965988
16,0.1,100000,895,30,6.983240223463687,163.49885043121833
16,0.1,100000,894,30,6.991051454138702,163.85648294120887
16,0.1,100000,893,30,6.998880179171333,164.21530823078757
16,0.1,100000,892,30,7.006726457399103,164.57533163077213
16,0.1,100000,891,30,7.014590347923681,164.93655850184095
16,0.1,100000,890,30,7.022471910112359,165.29899423473466
16,0.1,100000,889,30,7.03037120359955,165.66264425045856
