k,epsilon,N,k2,k1,data_duplication,store_complexity
8,0.05,10000,13,14,96.15384615384616,31808.960270498734
8,0.05,10000,12,14,104.16666666666667,37321.42857142857
8,0.05,10000,11,14,113.63636363636364,44403.778040141675
8,0.05,10000,10,14,125.0,53714.28571428572
8,0.05,10000,9,14,138.88888888888889,66296.2962962963
8,0.05,10000,8,14,156.25,83883.92857142858
8,0.05,10000,7,14,178.57142857142858,109533.527696793
8,0.05,10000,6,14,208.33333333333334,149047.61904761905
8,0.05,10000,5,14,250.0,214571.42857142858
8,0.05,10000,4,14,312.5,335178.5714285714
8,0.05,10000,3,14,416.6666666666667,595714.2857142858
8,0.05,10000,2,14,625.0,1340000.0
8,0.05,10000,1,15,1250.0,5001333.333333333
