k,epsilon,N,k2,k1,data_duplication,store_complexity
16,0.05,100000,960,22,6.510416666666667,194.4247159090909
16,0.05,100000,959,22,6.517205422314912,194.82051632329828
16,0.05,100000,958,22,6.524008350730689,195.21754651918832
16,0.05,100000,957,22,6.530825496342738,195.61581161801286
16,0.05,100000,956,22,6.53765690376569,196.0153167677546
16,0.05,100000,955,22,6.544502617801047,196.416067143295
16,0.05,100000,954,22,6.551362683438155,196.81806794658343
16,0.05,100000,953,22,6.558237145855194,197.22132440680704
16,0.05,100000,952,22,6.565126050420168,197.6258417805625
16,0.05,100000,951,22,6.572029442691903,198.03162535202858
16,0.05,100000,950,22,6.578947368421052,198.43868043314026
16,0.05,100000,949,22,6.585879873551106,198.84701236376395
16,0.05,100000,948,22,6.5928270042194095,199.25662651187406
16,0.05,100000,947,22,6.599788806758184,199.66752827373094
16,0.05,100000,946,22,6.606765327695561,200.07972307405998
16,0.05,100000,945,22,6.613756613756614,200.49321636623225
16,0.05,100000,944,22,6.620762711864407,200.90801363244628
16,0.05,100000,943,22,6.6277836691410394,201.3241203839113
16,0.05,100000,942,22,6.634819532908705,201.74154216103182
16,0.05,100000,941,22,6.641870350690755,202.1602845335935
16,0.05,100000,940,22,6.648936170212766,202.58035310095067
16,0.05,100000,939,22,6.656017039403621,203.00175349221476
16,0.05,100000,938,22,6.663113006396588,203.4244913664447
16,0.05,100000,937,22,6.670224119530416,203.84857241283834
16,0.05,100000,936,22,6.677350427350428,204.27400235092543
16,0.05,100000,935,22,6.684491978609626,204.70078693076206
16,0.05,100000,934,22,6.691648822269808,205.12893193312655
16,0.05,100000,933,22,6.69882100750268,205.5584431697168
16,0.05,100000,932,22,6.706008583690987,205.9893264833492
16,0.05,100000,931,22,6.713211600429646,206.42158774815874
16,0.05,100000,930,22,6.720430107526882,206.85523286980103
16,0.05,100000,929,22,6.727664155005382,207.2902677856556
16,0.05,100000,928,22,6.734913793103448,207.7266984650308
16,0.05,100000,927,22,6.742179072276159,208.1645309093702
16,0.05,100000,926,22,6.749460043196544,208.60377115246055
16,0.05,100000,925,23,6.756756756756757,199.95553720583098
16,0.05,100000,924,23,6.764069264069264,200.37839066636357
16,0.05,100000,923,23,6.771397616468039,200.80260821898457
16,0.05,100000,922,23,6.778741865509762,201.22819576090995
16,0.05,100000,921,23,6.7861020629750275,201.6551592213103
16,0.05,100000,920,23,6.793478260869565,202.08350456151885
16,0.05,100000,919,23,6.800870511425463,202.5132377752414
16,0.05,100000,918,23,6.808278867102397,202.94436488876752
16,0.05,100000,917,23,6.815703380588877,203.37689196118373
16,0.05,100000,916,23,6.823144104803493,203.8108250845878
16,0.05,100000,915,23,6.830601092896175,204.2461703843053
16,0.05,100000,914,23,6.838074398249453,204.6829340191072
16,0.05,100000,913,23,6.8455640744797375,205.1211221814297
16,0.05,100000,912,23,6.853070175438597,205.56074109759527
16,0.05,100000,911,23,6.860592755214051,206.00179702803564
16,0.05,100000,910,23,6.868131868131868,206.44429626751653
16,0.05,100000,909,23,6.8756875687568755,206.888245145364
16,0.05,100000,908,23,6.883259911894273,207.33365002569258
16,0.05,100000,907,23,6.890848952590959,207.78051730763508
16,0.05,100000,906,23,6.898454746136865,208.22885342557439
16,0.05,100000,905,23,6.906077348066298,208.67866484937684
16,0.05,100000,904,23,6.913716814159292,209.1299580846275
16,0.05,100000,903,23,6.921373200442968,209.5827396728673
16,0.05,100000,902,23,6.929046563192904,210.03701619183184
16,0.05,100000,901,23,6.936736958934517,210.49279425569225
16,0.05,100000,900,23,6.944444444444445,210.9500805152979
16,0.05,100000,899,23,6.952169076751947,211.40888165842085
16,0.05,100000,898,23,6.959910913140312,211.86920441000228
16,0.05,100000,897,23,6.967670011148272,212.3310555324009
16,0.05,100000,896,23,6.975446428571429,212.7944418256433
16,0.05,100000,895,23,6.983240223463687,213.2593701276761
16,0.05,100000,894,23,6.991051454138702,213.72584731462024
16,0.05,100000,893,23,6.998880179171333,214.1938803010273
16,0.05,100000,892,23,7.006726457399103,214.66347604013754
16,0.05,100000,891,23,7.014590347923681,215.1346415241404
16,0.05,100000,890,23,7.022471910112359,215.60738378443654
16,0.05,100000,889,23,7.03037120359955,216.08170989190248
16,0.05,100000,888,23,7.038288288288288,216.55762695715694
16,0.05,100000,887,23,7.046223224351747,217.03514213082929
16,0.05,100000,886,23,7.054176072234763,217.5142626038305
16,0.05,100000,885,23,7.062146892655368,217.99499560762564
16,0.05,100000,884,23,7.070135746606335,218.4773484145092
16,0.05,100000,883,23,7.078142695356738,218.9613283378819
16,0.05,100000,882,23,7.086167800453515,219.44694273253026
16,0.05,100000,881,23,7.094211123723042,219.93419899490823
16,0.05,100000,880,24,7.1022727272727275,211.2388085399449
16,0.05,100000,879,24,7.1103526734926055,211.70893079709722
16,0.05,100000,878,24,7.118451025056948,212.18064801794648
16,0.05,100000,877,24,7.126567844925884,212.6539674532274
16,0.05,100000,876,24,7.134703196347032,213.1288963949876
16,0.05,100000,875,24,7.142857142857143,213.60544217687075
16,0.05,100000,874,24,7.151029748283753,214.0836121744018
16,0.05,100000,873,24,7.15922107674685,214.56341380527442
16,0.05,100000,872,24,7.16743119266055,215.04485452964116
16,0.05,100000,871,24,7.175660160734788,215.52794185040528
16,0.05,100000,870,24,7.183908045977011,216.01268331351568
16,0.05,100000,869,24,7.192174913693901,216.49908650826336
16,0.05,100000,868,24,7.200460829493087,216.98715906758125
16,0.05,100000,867,24,7.20876585928489,217.47690866834554
16,0.05,100000,866,24,7.2170900692840645,217.9683430316801
16,0.05,100000,865,24,7.22543352601156,218.46146992326283
16,0.05,100000,864,24,7.233796296296297,218.95629715363512
16,0.05,100000,863,24,7.242178447276941,219.45283257851318
16,0.05,100000,862,24,7.250580046403712,219.95108409910225
16,0.05,100000,861,24,7.259001161440186,220.45105966241346
16,0.05,100000,860,24,7.267441860465116,220.95276726158284
16,0.05,100000,859,24,7.275902211874272,221.45621493619342
16,0.05,100000,858,24,7.284382284382285,221.96141077259958
16,0.05,100000,857,24,7.292882147024504,222.4683629042543
16,0.05,100000,856,24,7.3014018691588785,222.9770795120389
16,0.05,100000,855,24,7.309941520467836,223.4875688245956
16,0.05,100000,854,24,7.318501170960188,223.99983911866278
16,0.05,100000,853,24,7.327080890973036,224.51389871941294
16,0.05,100000,852,24,7.335680751173709,225.0297560007935
16,0.05,100000,851,24,7.344300822561692,225.5474193858703
16,0.05,100000,850,24,7.352941176470588,226.06689734717418
16,0.05,100000,849,24,7.361601884570082,226.58819840704993
16,0.05,100000,848,24,7.370283018867925,227.11133113800878
16,0.05,100000,847,24,7.378984651711924,227.63630416308317
16,0.05,100000,846,24,7.387706855791962,228.16312615618486
16,0.05,100000,845,24,7.396449704142012,228.69180584246584
16,0.05,100000,844,24,7.4052132701421804,229.22235199868226
16,0.05,100000,843,24,7.413997627520759,229.75477345356148
16,0.05,100000,842,24,7.422802850356295,230.28907908817186
16,0.05,100000,841,24,7.431629013079667,230.8252778362961
16,0.05,100000,840,24,7.440476190476191,231.36337868480726
16,0.05,100000,839,24,7.449344457687723,231.90339067404818
16,0.05,100000,838,25,7.458233890214797,223.14750998228536
16,0.05,100000,837,25,7.467144563918757,223.66961712550795
16,0.05,100000,836,25,7.476076555023924,224.19358531169158
16,0.05,100000,835,25,7.485029940119761,224.71942342859194
16,0.05,100000,834,25,7.494004796163069,225.24714041716268
16,0.05,100000,833,25,7.503001200480192,225.77674527193832
16,0.05,100000,832,25,7.512019230769231,226.30824704142012
16,0.05,100000,831,25,7.521058965102286,226.84165482846555
16,0.05,100000,830,25,7.530120481927711,227.3769777906808
16,0.05,100000,829,25,7.5392038600723765,227.9142251408167
16,0.05,100000,828,25,7.548309178743962,228.45340614716795
16,0.05,100000,827,25,7.557436517533253,228.99453013397587
16,0.05,100000,826,25,7.566585956416465,229.53760648183433
16,0.05,100000,825,25,7.575757575757576,230.08264462809916
16,0.05,100000,824,25,7.584951456310679,230.62965406730135
16,0.05,100000,823,25,7.594167679222357,231.1786443515633
16,0.05,100000,822,25,7.603406326034063,231.72962509101887
16,0.05,100000,821,25,7.612667478684531,232.28260595423723
16,0.05,100000,820,25,7.621951219512195,232.8375966686496
16,0.05,100000,819,25,7.631257631257632,233.39460702098063
16,0.05,100000,818,25,7.640586797066015,233.95364685768257
16,0.05,100000,817,25,7.649938800489596,234.51472608537367
16,0.05,100000,816,25,7.659313725490196,235.07785467128028
16,0.05,100000,815,25,7.668711656441718,235.6430426436825
16,0.05,100000,814,25,7.678132678132678,236.21030009236398
16,0.05,100000,813,25,7.687576875768758,236.7796371690654
16,0.05,100000,812,25,7.697044334975369,237.35106408794198
16,0.05,100000,811,25,7.706535141800247,237.92459112602455
16,0.05,100000,810,25,7.716049382716049,238.5002286236854
16,0.05,100000,809,25,7.725587144622992,239.0779869851073
16,0.05,100000,808,25,7.735148514851486,239.657876678757
16,0.05,100000,807,25,7.744733581164808,240.23990823786295
16,0.05,100000,806,25,7.754342431761787,240.82409226089686
16,0.05,100000,805,25,7.763975155279503,241.41043941205973
16,0.05,100000,804,25,7.77363184079602,241.99896042177176
16,0.05,100000,803,25,7.783312577833126,242.5896660871669
16,0.05,100000,802,25,7.793017456359102,243.18256727259157
16,0.05,100000,801,25,7.802746566791511,243.7776749101077
16,0.05,100000,800,25,7.8125,244.375
16,0.05,100000,799,26,7.822277847309136,235.55245539546942
16,0.05,100000,798,26,7.832080200501253,236.13110277138767
16,0.05,100000,797,26,7.841907151819322,236.71191444318086
16,0.05,100000,796,26,7.851758793969849,237.29490125540732
16,0.05,100000,795,26,7.861635220125786,237.88007412072915
16,0.05,100000,794,26,7.871536523929471,238.4674440204264
16,0.05,100000,793,26,7.881462799495586,239.0570220049157
16,0.05,100000,792,26,7.891414141414141,239.64881919427373
16,0.05,100000,791,26,7.9013906447534765,240.24284677876526
16,0.05,100000,790,26,7.9113924050632916,240.8391160193756
16,0.05,100000,789,26,7.921419518377693,241.43763824834826
16,0.05,100000,788,26,7.931472081218274,242.0384248697269
16,0.05,100000,787,26,7.941550190597205,242.64148735990238
16,0.05,100000,786,26,7.951653944020356,243.24683726816468
16,0.05,100000,785,26,7.961783439490445,243.85448621725953
16,0.05,100000,784,26,7.971938775510204,244.46444590395026
16,0.05,100000,783,26,7.982120051085569,245.0767280995845
16,0.05,100000,782,26,7.9923273657289,245.69134465066597
16,0.05,100000,781,26,8.002560819462229,246.30830747943153
16,0.05,100000,780,26,8.012820512820513,246.92762858443334
16,0.05,100000,779,26,8.023106546854942,247.54932004112595
16,0.05,100000,778,26,8.033419023136247,248.17339400245936
16,0.05,100000,777,26,8.043758043758043,248.7998626994766
16,0.05,100000,776,26,8.054123711340207,249.42873844191732
16,0.05,100000,775,26,8.064516129032258,250.06003361882654
