k,epsilon,N,k2,k1,data_duplication,store_complexity
16,0.1,10000,27,23,23.14814814814815,2268.7421721238147
16,0.1,10000,26,23,24.03846153846154,2445.3305891432983
16,0.1,10000,25,24,25.0,2533.3333333333335
16,0.1,10000,24,24,26.041666666666668,2747.3958333333335
16,0.1,10000,23,24,27.17391304347826,2989.918084436043
16,0.1,10000,22,24,28.40909090909091,3266.184573002755
16,0.1,10000,21,24,29.761904761904763,3582.7664399092973
16,0.1,10000,20,24,31.25,3947.9166666666665
16,0.1,10000,19,25,32.89473684210526,4197.229916897507
16,0.1,10000,18,25,34.72222222222222,4674.074074074074
16,0.1,10000,17,25,36.76470588235294,5237.3702422145325
16,0.1,10000,16,25,39.0625,5909.375
16,0.1,10000,15,26,41.666666666666664,6461.538461538462
16,0.1,10000,14,26,44.642857142857146,7413.657770800628
16,0.1,10000,13,26,48.07692307692308,8593.53664087392
16,0.1,10000,12,26,52.083333333333336,10080.128205128205
16,0.1,10000,11,26,56.81818181818182,11989.828353464716
16,0.1,10000,10,27,62.5,13962.962962962964
16,0.1,10000,9,27,69.44444444444444,17229.080932784636
16,0.1,10000,8,27,78.125,21793.98148148148
16,0.1,10000,7,27,89.28571428571429,28450.491307634165
16,0.1,10000,6,28,104.16666666666667,37321.42857142857
16,0.1,10000,5,28,125.0,53714.28571428572
16,0.1,10000,4,28,156.25,83883.92857142858
16,0.1,10000,3,28,208.33333333333334,149047.61904761905
16,0.1,10000,2,29,312.5,323620.6896551724
16,0.1,10000,1,29,625.0,1293793.1034482757
