k,epsilon,N,k2,k1,data_duplication,store_complexity
8,0.05,100000,969,22,12.899896800825593,372.4522976121285
8,0.05,100000,968,22,12.913223140495868,373.21252274124345
8,0.05,100000,967,22,12.926577042399172,373.9750975575587
8,0.05,100000,966,22,12.939958592132506,374.7400317748684
8,0.05,100000,965,22,12.953367875647668,375.5073351572587
8,0.05,100000,964,22,12.966804979253112,376.2770175194204
8,0.05,100000,963,22,12.980269989615785,377.0490887269645
8,0.05,100000,962,22,12.993762993762994,377.8235586967396
8,0.05,100000,961,22,13.007284079084288,378.60043739715127
8,0.05,100000,960,22,13.020833333333334,379.3797348484849
8,0.05,100000,959,22,13.034410844629823,380.1614611232294
8,0.05,100000,958,22,13.048016701461378,380.94562634640477
8,0.05,100000,957,22,13.061650992685475,381.7322406958908
8,0.05,100000,956,22,13.07531380753138,382.52131440275906
8,0.05,100000,955,22,13.089005235602095,383.3128577516067
8,0.05,100000,954,22,13.10272536687631,384.1068810808932
8,0.05,100000,953,22,13.116474291710388,384.9033947832792
8,0.05,100000,952,22,13.130252100840336,385.7024093059684
8,0.05,100000,951,22,13.144058885383807,386.50393515105077
8,0.05,100000,950,22,13.157894736842104,387.3079828758499
8,0.05,100000,949,22,13.171759747102213,388.1145630932718
8,0.05,100000,948,22,13.185654008438819,388.92368647215625
8,0.05,100000,947,22,13.199577613516368,389.73536373763176
8,0.05,100000,946,22,13.213530655391121,390.5496056714719
8,0.05,100000,945,22,13.227513227513228,391.36642311245487
8,0.05,100000,944,22,13.241525423728813,392.18582695672615
8,0.05,100000,943,22,13.255567338282079,393.00782815816285
8,0.05,100000,942,22,13.26963906581741,393.83243772874187
8,0.05,100000,941,22,13.28374070138151,394.65966673890955
8,0.05,100000,940,22,13.297872340425531,395.4895263179555
8,0.05,100000,939,22,13.312034078807242,396.32202765438785
8,0.05,100000,938,22,13.326226012793176,397.15718199631254
8,0.05,100000,937,22,13.340448239060832,397.9950006518143
8,0.05,100000,936,22,13.354700854700855,398.83549498934116
8,0.05,100000,935,22,13.368983957219251,399.67867643809194
8,0.05,100000,934,22,13.383297644539615,400.5245564884061
8,0.05,100000,933,22,13.39764201500536,401.37314669215704
8,0.05,100000,932,22,13.412017167381974,402.2244586631479
8,0.05,100000,931,22,13.426423200859292,403.07850407751073
8,0.05,100000,930,22,13.440860215053764,403.9352946741084
8,0.05,100000,929,22,13.455328310010763,404.79484225493974
8,0.05,100000,928,22,13.469827586206897,405.6571586855475
8,0.05,100000,927,22,13.484358144552319,406.5222558954296
8,0.05,100000,926,23,13.498920086393088,389.6775308402598
8,0.05,100000,925,23,13.513513513513514,390.51036935878295
8,0.05,100000,924,23,13.528138528138529,391.34590235663075
8,0.05,100000,923,23,13.542795232936077,392.18414149331795
8,0.05,100000,922,23,13.557483731019524,393.02509849154546
8,0.05,100000,921,23,13.572204125950055,393.8687851376119
8,0.05,100000,920,23,13.58695652173913,394.7152132818279
8,0.05,100000,919,23,13.601741022850925,395.56439483893433
8,0.05,100000,918,23,13.616557734204793,396.416341788523
8,0.05,100000,917,23,13.631406761177754,397.27106617546116
8,0.05,100000,916,23,13.646288209606986,398.1285801103186
8,0.05,100000,915,23,13.66120218579235,398.98889576979855
8,0.05,100000,914,23,13.676148796498905,399.8520253971717
8,0.05,100000,913,23,13.691128148959475,400.71798130271367
8,0.05,100000,912,23,13.706140350877194,401.5867758641455
8,0.05,100000,911,23,13.721185510428102,402.4584215270778
8,0.05,100000,910,23,13.736263736263735,403.33293080545826
8,0.05,100000,909,23,13.751375137513751,404.2103162820228
8,0.05,100000,908,23,13.766519823788546,405.0905906087496
8,0.05,100000,907,23,13.781697905181918,405.9737665073175
8,0.05,100000,906,23,13.79690949227373,406.85985676956705
8,0.05,100000,905,23,13.812154696132596,407.7488742579658
8,0.05,100000,904,23,13.827433628318584,408.64083190607687
8,0.05,100000,903,23,13.842746400885936,409.53574271903136
8,0.05,100000,902,23,13.858093126385809,410.43361977400394
8,0.05,100000,901,23,13.873473917869035,411.334476220693
8,0.05,100000,900,23,13.88888888888889,412.23832528180355
8,0.05,100000,899,23,13.904338153503893,413.14518025353465
8,0.05,100000,898,23,13.919821826280623,414.0550545060702
8,0.05,100000,897,23,13.935340022296543,414.9679614840738
8,0.05,100000,896,23,13.950892857142858,415.8839147071872
8,0.05,100000,895,23,13.966480446927374,416.80292777053313
8,0.05,100000,894,23,13.982102908277405,417.7250143452214
8,0.05,100000,893,23,13.997760358342665,418.65018817885965
8,0.05,100000,892,23,14.013452914798206,419.5784630960676
8,0.05,100000,891,23,14.029180695847362,420.50985299899565
8,0.05,100000,890,23,14.044943820224718,421.44437186784717
8,0.05,100000,889,23,14.0607424071991,422.3820337614056
8,0.05,100000,888,23,14.076576576576576,423.3228528175649
8,0.05,100000,887,23,14.092446448703495,424.2668432538648
8,0.05,100000,886,23,14.108352144469526,425.21401936803
8,0.05,100000,885,23,14.124293785310735,426.1643955385134
8,0.05,100000,884,23,14.14027149321267,427.1179862250444
8,0.05,100000,883,23,14.156285390713476,428.0748059691805
8,0.05,100000,882,23,14.17233560090703,429.03486939486436
8,0.05,100000,881,23,14.188422247446084,429.9981912089844
8,0.05,100000,880,24,14.204545454545455,413.0079201101928
8,0.05,100000,879,24,14.220705346985211,413.937391362871
8,0.05,100000,878,24,14.236902050113896,414.8700280024837
8,0.05,100000,877,24,14.253135689851767,415.80584444655364
8,0.05,100000,876,24,14.269406392694064,416.7448551948458
8,0.05,100000,875,24,14.285714285714286,417.687074829932
8,0.05,100000,874,24,14.302059496567505,418.63251801775857
8,0.05,100000,873,24,14.3184421534937,419.58119950821975
8,0.05,100000,872,24,14.3348623853211,420.5331341357349
8,0.05,100000,871,24,14.351320321469576,421.48833681983086
8,0.05,100000,870,24,14.367816091954023,422.44682256572867
8,0.05,100000,869,24,14.384349827387801,423.40860646493485
8,0.05,100000,868,24,14.400921658986174,424.37370369583834
8,0.05,100000,867,24,14.41753171856978,425.34212952431125
8,0.05,100000,866,24,14.434180138568129,426.31389930431476
8,0.05,100000,865,24,14.45086705202312,427.2890284785102
8,0.05,100000,864,24,14.467592592592593,428.26753257887515
8,0.05,100000,863,24,14.484356894553882,429.24942722732374
8,0.05,100000,862,24,14.501160092807424,430.2347281363329
8,0.05,100000,861,24,14.518002322880372,431.2234511095733
8,0.05,100000,860,24,14.534883720930232,432.21561204254556
8,0.05,100000,859,24,14.551804423748544,433.21122692322115
8,0.05,100000,858,24,14.56876456876457,434.21031183268946
8,0.05,100000,857,24,14.585764294049008,435.2128829458092
8,0.05,100000,856,24,14.602803738317757,436.21895653186596
8,0.05,100000,855,24,14.619883040935672,437.2285489552341
8,0.05,100000,854,24,14.637002341920375,438.2416766760453
8,0.05,100000,853,24,14.654161781946073,439.2583562508618
8,0.05,100000,852,24,14.671361502347418,440.2786043333554
8,0.05,100000,851,24,14.688601645123384,441.30243767499167
8,0.05,100000,850,24,14.705882352941176,442.3298731257209
8,0.05,100000,849,24,14.723203769140165,443.3609276346731
8,0.05,100000,848,24,14.74056603773585,444.39561825086037
8,0.05,100000,847,24,14.757969303423849,445.43396212388376
8,0.05,100000,846,24,14.775413711583925,446.47597650464706
8,0.05,100000,845,24,14.792899408284024,447.5216787460756
8,0.05,100000,844,24,14.810426540284361,448.57108630384164
8,0.05,100000,843,24,14.827995255041518,449.62421673709525
8,0.05,100000,842,24,14.84560570071259,450.68108770920196
8,0.05,100000,841,24,14.863258026159334,451.74171698848596
8,0.05,100000,840,24,14.880952380952381,452.80612244897964
8,0.05,100000,839,24,14.898688915375446,453.8743220711794
8,0.05,100000,838,25,14.916467780429594,436.74848058509576
8,0.05,100000,837,25,14.934289127837514,437.78128920919994
8,0.05,100000,836,25,14.952153110047847,438.81779263295255
8,0.05,100000,835,25,14.970059880239521,439.85800853383057
8,0.05,100000,834,25,14.988009592326138,440.90195469523667
8,0.05,100000,833,25,15.006002400960384,441.949649007262
8,0.05,100000,832,25,15.024038461538462,443.00110946745565
8,0.05,100000,831,25,15.042117930204572,444.05635418160017
8,0.05,100000,830,25,15.060240963855422,445.1154013644941
8,0.05,100000,829,25,15.078407720144753,446.17826934074077
8,0.05,100000,828,25,15.096618357487923,447.24497654554364
8,0.05,100000,827,25,15.114873035066505,448.3155415255092
8,0.05,100000,826,25,15.13317191283293,449.3899829394556
8,0.05,100000,825,25,15.151515151515152,450.46831955922863
8,0.05,100000,824,25,15.169902912621358,451.550570270525
8,0.05,100000,823,25,15.188335358444714,452.63675407372193
8,0.05,100000,822,25,15.206812652068127,453.7268900847141
8,0.05,100000,821,25,15.225334957369062,454.82099753575824
8,0.05,100000,820,25,15.24390243902439,455.9190957763236
8,0.05,100000,819,25,15.262515262515263,457.0212042739515
8,0.05,100000,818,25,15.28117359413203,458.12734261512065
8,0.05,100000,817,25,15.299877600979192,459.23753050612066
8,0.05,100000,816,25,15.318627450980392,460.3517877739331
8,0.05,100000,815,25,15.337423312883436,461.4701343671196
8,0.05,100000,814,25,15.356265356265355,462.5925903567181
8,0.05,100000,813,25,15.375153751537516,463.7191759371468
8,0.05,100000,812,25,15.394088669950738,464.84991142711544
8,0.05,100000,811,25,15.413070283600494,465.9848172705448
8,0.05,100000,810,25,15.432098765432098,467.1239140374943
8,0.05,100000,809,25,15.451174289245984,468.26722242509715
8,0.05,100000,808,25,15.470297029702971,469.4147632585041
8,0.05,100000,807,25,15.489467162329616,470.56655749183494
8,0.05,100000,806,25,15.508684863523573,471.72262620913864
8,0.05,100000,805,25,15.527950310559007,472.8829906253617
8,0.05,100000,804,25,15.54726368159204,474.0476720873246
8,0.05,100000,803,25,15.566625155666252,475.2166920747074
8,0.05,100000,802,25,15.586034912718205,476.3900722010435
8,0.05,100000,801,25,15.605493133583021,477.5678342147222
8,0.05,100000,800,25,15.625,478.75
8,0.05,100000,799,26,15.644555694618273,461.477491901943
8,0.05,100000,798,26,15.664160401002507,462.62272221908154
8,0.05,100000,797,26,15.683814303638645,463.7722508533533
8,0.05,100000,796,26,15.703517587939698,464.9260993797748
8,0.05,100000,795,26,15.723270440251572,466.0842895089958
8,0.05,100000,794,26,15.743073047858942,467.2468430883242
8,0.05,100000,793,26,15.762925598991172,468.4137821027599
8,0.05,100000,792,26,15.782828282828282,469.58512867603775
8,0.05,100000,791,26,15.802781289506953,470.76090507168004
8,0.05,100000,790,26,15.822784810126583,471.9411336940579
8,0.05,100000,789,26,15.842839036755386,473.12583708946244
8,0.05,100000,788,26,15.862944162436548,474.31503794718515
8,0.05,100000,787,26,15.88310038119441,475.50875910060824
8,0.05,100000,786,26,15.903307888040713,476.7070235283043
8,0.05,100000,785,26,15.92356687898089,477.90985435514625
8,0.05,100000,784,26,15.943877551020408,479.11727485342647
8,0.05,100000,783,26,15.964240102171138,480.32930844398675
8,0.05,100000,782,26,15.9846547314578,481.5459786973579
8,0.05,100000,781,26,16.005121638924457,482.76730933490956
8,0.05,100000,780,26,16.025641025641026,483.9933242300106
8,0.05,100000,779,26,16.046213093709884,485.22404740919967
8,0.05,100000,778,26,16.066838046272494,486.45950305336646
8,0.05,100000,777,26,16.087516087516086,487.69971549894325
8,0.05,100000,776,26,16.108247422680414,488.9447092391082
8,0.05,100000,775,26,16.129032258064516,490.194508924998
8,0.05,100000,774,26,16.149870801033593,491.4491393669328
8,0.05,100000,773,26,16.170763260025872,492.7086255356515
8,0.05,100000,772,26,16.191709844559586,493.97299256355876
8,0.05,100000,771,26,16.212710765239947,495.2422657459827
8,0.05,100000,770,26,16.233766233766232,496.51647054244455
8,0.05,100000,769,26,16.25487646293888,497.79563257793984
8,0.05,100000,768,26,16.276041666666668,499.0797776442308
8,0.05,100000,767,26,16.297262059973924,500.36893170115104
8,0.05,100000,766,26,16.318537859007833,501.66312087792227
8,0.05,100000,765,26,16.33986928104575,502.9623714744822
8,0.05,100000,764,26,16.361256544502616,504.26670996282576
8,0.05,100000,763,27,16.382699868938403,486.85111991471484
8,0.05,100000,762,27,16.404199475065617,488.1170256167673
8,0.05,100000,761,27,16.4257555847569,489.38790825201437
8,0.05,100000,760,27,16.44736842105263,490.6637939878937
8,0.05,100000,759,27,16.469038208168644,491.9447091641627
8,0.05,100000,758,27,16.49076517150396,493.23068029426247
8,0.05,100000,757,27,16.512549537648614,494.5217340666944
8,0.05,100000,756,27,16.534391534391535,495.81789734641
8,0.05,100000,755,27,16.556291390728475,497.1191971762122
8,0.05,100000,754,27,16.578249336870027,498.42566077817156
8,0.05,100000,753,27,16.600265604249667,499.7373155550539
8,0.05,100000,752,27,16.622340425531913,501.0541890917626
8,0.05,100000,751,27,16.644474034620504,502.3763091567936
8,0.05,100000,750,27,16.666666666666668,503.7037037037037
8,0.05,100000,749,27,16.688918558077436,505.0364008725937
8,0.05,100000,748,27,16.711229946524064,506.3744289916042
8,0.05,100000,747,27,16.733601070950467,507.7178165784264
8,0.05,100000,746,27,16.75603217158177,509.06659234182615
8,0.05,100000,745,27,16.778523489932887,510.4207851831833
8,0.05,100000,744,27,16.801075268817204,511.7804241980447
8,0.05,100000,743,27,16.823687752355315,513.1455386776926
8,0.05,100000,742,27,16.846361185983827,514.5161581107266
8,0.05,100000,741,27,16.869095816464238,515.8923121846625
8,0.05,100000,740,27,16.89189189189189,517.2740307875443
8,0.05,100000,739,27,16.914749661705006,518.6613440095726
8,0.05,100000,738,27,16.937669376693766,520.0542821447485
8,0.05,100000,737,27,16.960651289009498,521.4528756925322
8,0.05,100000,736,27,16.983695652173914,522.8571553595183
8,0.05,100000,735,27,17.006802721088434,524.2671520611268
8,0.05,100000,734,27,17.029972752043598,525.6828969233101
8,0.05,100000,733,27,17.053206002728512,527.1044212842761
8,0.05,100000,732,27,17.07650273224044,528.5317566962286
8,0.05,100000,731,27,17.09986320109439,529.9649349271234
8,0.05,100000,730,28,17.123287671232877,512.4252741066402
8,0.05,100000,729,28,17.146776406035666,513.8186284353027
8,0.05,100000,728,28,17.17032967032967,515.2177100764228
8,0.05,100000,727,28,17.1939477303989,516.6225505128384
8,0.05,100000,726,28,17.21763085399449,518.0331814441506
8,0.05,100000,725,28,17.24137931034483,519.4496347885171
8,0.05,100000,724,28,17.265193370165747,520.8719426844636
8,0.05,100000,723,28,17.289073305670815,522.3001374927134
8,0.05,100000,722,28,17.31301939058172,523.7342517980328
8,0.05,100000,721,28,17.337031900138697,525.1743184110966
8,0.05,100000,720,28,17.36111111111111,526.6203703703704
8,0.05,100000,719,28,17.385257301808068,528.0724409440115
8,0.05,100000,718,28,17.409470752089135,529.5305636317888
8,0.05,100000,717,28,17.433751743375176,530.9947721670205
8,0.05,100000,716,28,17.45810055865922,532.4651005185322
8,0.05,100000,715,28,17.482517482517483,533.9415828926318
8,0.05,100000,714,28,17.50700280112045,535.4242537351074
8,0.05,100000,713,28,17.53155680224404,536.913147733241
8,0.05,100000,712,28,17.5561797752809,538.4082998178441
8,0.05,100000,711,28,17.58087201125176,539.9097451653131
8,0.05,100000,710,28,17.6056338028169,541.4175191997053
8,0.05,100000,709,28,17.63046544428773,542.9316575948336
8,0.05,100000,708,28,17.65536723163842,544.4521962763848
8,0.05,100000,707,28,17.68033946251768,545.9791714240557
8,0.05,100000,706,28,17.705382436260624,547.5126194737138
8,0.05,100000,705,28,17.73049645390071,549.0525771195757
8,0.05,100000,704,28,17.755681818181817,550.5990813164109
8,0.05,100000,703,28,17.780938833570413,552.1521692817643
8,0.05,100000,702,28,17.806267806267805,553.7118784982032
8,0.05,100000,701,28,17.83166904422254,555.2782467155861
8,0.05,100000,700,28,17.857142857142858,556.8513119533527
8,0.05,100000,699,28,17.8826895565093,558.4311125028397
8,0.05,100000,698,29,17.908309455587393,540.7067322079062
8,0.05,100000,697,29,17.93400286944046,542.2451749697856
8,0.05,100000,696,29,17.95977011494253,543.7902333018983
8,0.05,100000,695,29,17.985611510791365,545.3419452480686
8,0.05,100000,694,29,18.011527377521613,546.9003491261536
8,0.05,100000,693,29,18.037518037518037,548.4654835304186
8,0.05,100000,692,29,18.063583815028903,550.0373873339317
8,0.05,100000,691,29,18.08972503617945,551.6160996909861
8,0.05,100000,690,29,18.115942028985508,553.2016600395455
8,0.05,100000,689,29,18.1422351233672,554.7941081037145
8,0.05,100000,688,29,18.16860465116279,556.3934838962347
8,0.05,100000,687,29,18.19505094614265,557.9998277210053
8,0.05,100000,686,29,18.221574344023324,559.6131801756306
8,0.05,100000,685,29,18.248175182481752,561.233582153992
8,0.05,100000,684,29,18.27485380116959,562.8610748488483
8,0.05,100000,683,29,18.301610541727673,564.4956997544607
8,0.05,100000,682,29,18.328445747800586,566.1374986692463
8,0.05,100000,681,29,18.355359765051396,567.7865136984575
8,0.05,100000,680,29,18.38235294117647,569.4427872568905
8,0.05,100000,679,29,18.40942562592047,571.1063620716207
8,0.05,100000,678,29,18.436578171091444,572.7772811847659
8,0.05,100000,677,29,18.46381093057607,574.4555879562798
8,0.05,100000,676,29,18.49112426035503,576.1413260667731
8,0.05,100000,675,29,18.51851851851852,577.8345395203633
8,0.05,100000,674,29,18.5459940652819,579.5352726475564
8,0.05,100000,673,29,18.573551263001487,581.2435701081565
8,0.05,100000,672,29,18.601190476190474,582.959476894206
8,0.05,100000,671,29,18.628912071535023,584.6830383329573
8,0.05,100000,670,29,18.65671641791045,586.4143000898748
8,0.05,100000,669,30,18.684603886397607,568.5481978992808
8,0.05,100000,668,30,18.7125748502994,570.236771965052
8,0.05,100000,667,30,18.740629685157423,571.9329240926763
8,0.05,100000,666,30,18.76876876876877,573.6366997628259
8,0.05,100000,665,30,18.796992481203006,575.3481447980854
8,0.05,100000,664,30,18.825301204819276,577.0673053660425
8,0.05,100000,663,30,18.85369532428356,578.79422798241
8,0.05,100000,662,30,18.882175226586103,580.5289595141822
8,0.05,100000,661,30,18.910741301059,582.271547182824
8,0.05,100000,660,30,18.939393939393938,584.022038567493
8,0.05,100000,659,30,18.96813353566009,585.7804816082983
8,0.05,100000,658,30,18.996960486322187,587.5469246095903
8,0.05,100000,657,30,19.025875190258752,589.3214162432903
8,0.05,100000,656,30,19.054878048780488,591.1040055522506
8,0.05,100000,655,30,19.083969465648856,592.8947419536546
8,0.05,100000,654,30,19.1131498470948,594.6936752424506
8,0.05,100000,653,30,19.142419601837673,596.5008555948241
8,0.05,100000,652,30,19.171779141104295,598.3163335717064
8,0.05,100000,651,30,19.201228878648234,600.1401601223215
8,0.05,100000,650,30,19.23076923076923,601.9723865877712
8,0.05,100000,649,30,19.26040061633282,603.813064704658
8,0.05,100000,648,30,19.290123456790123,605.6622466087487
8,0.05,100000,647,30,19.319938176197837,607.519984838676
8,0.05,100000,646,30,19.34984520123839,609.3863323396818
8,0.05,100000,645,30,19.37984496124031,611.2613424673998
8,0.05,100000,644,30,19.40993788819876,613.1450689916799
8,0.05,100000,643,30,19.440124416796266,615.0375661004542
8,0.05,100000,642,31,19.470404984423677,597.0376339390115
8,0.05,100000,641,31,19.50078003120125,598.8862170359191
8,0.05,100000,640,31,19.53125,600.7434475806452
8,0.05,100000,639,31,19.561815336463223,602.6093796697428
8,0.05,100000,638,31,19.592476489028215,604.4840678236893
8,0.05,100000,637,31,19.623233908948194,606.3675669908805
8,0.05,100000,636,31,19.654088050314467,608.2599325516677
8,0.05,100000,635,31,19.68503937007874,610.1612203224406
8,0.05,100000,634,31,19.71608832807571,612.071486559755
8,0.05,100000,633,31,19.747235387045812,613.9907879645053
8,0.05,100000,632,31,19.77848101265823,615.9191816861443
