epsilon,N,k2,k1,data_duplication,store_complexity
0.05,100000,1940,11,51.54639175257732,1458.66143634238
0.05,100000,1939,11,51.57297576070139,1460.1615385822513
0.05,100000,1938,11,51.59958720330237,1461.6639610648945
0.05,100000,1937,11,51.62622612287042,1463.1687085803844
0.05,100000,1936,11,51.65289256198347,1464.6757859311647
0.05,100000,1935,11,51.679586563307495,1466.1851979320882
0.05,100000,1934,11,51.70630816959669,1467.6969494104549
0.05,100000,1933,12,51.733057423693744,1346.7767914388792
0.05,100000,1932,12,51.75983436853002,1348.1668659902525
0.05,100000,1931,12,51.78663904712584,1349.5590984065038
0.05,100000,1930,12,51.81347150259067,1350.9534931586531
0.05,100000,1929,12,51.84033177812338,1352.3500547293083
0.05,100000,1928,12,51.86721991701245,1353.7487876127018
0.05,100000,1927,12,51.89413596263622,1355.1496963147265
0.05,100000,1926,12,51.92107995846314,1356.5527853529718
0.05,100000,1925,12,51.94805194805195,1357.9580592567604
0.05,100000,1924,12,51.975051975051976,1359.3655225671857
0.05,100000,1923,12,52.00208008320333,1360.7751798371467
0.05,100000,1922,12,52.02913631633715,1362.1870356313862
0.05,100000,1921,12,52.05622071837585,1363.6010945265273
0.05,100000,1920,12,52.083333333333336,1365.0173611111113
0.05,100000,1919,12,52.11047420531527,1366.435839985633
0.05,100000,1918,12,52.13764337851929,1367.8565357625814
0.05,100000,1917,12,52.164840897235266,1369.2794530664735
0.05,100000,1916,12,52.19206680584551,1370.7045965338948
0.05,100000,1915,12,52.21932114882507,1372.1319708135352
0.05,100000,1914,12,52.2466039707419,1373.5615805662287
0.05,100000,1913,12,52.27391531625719,1374.99343046499
0.05,100000,1912,12,52.30125523012552,1376.4275251950537
0.05,100000,1911,12,52.32862375719519,1377.863869453912
0.05,100000,1910,12,52.35602094240838,1379.3024679513537
0.05,100000,1909,12,52.38344683080147,1380.7433254095024
0.05,100000,1908,12,52.41090146750524,1382.1864465628557
0.05,100000,1907,12,52.43838489774515,1383.6318361583242
0.05,100000,1906,12,52.46589716684155,1385.0794989552699
0.05,100000,1905,12,52.493438320209975,1386.5294397255461
0.05,100000,1904,12,52.52100840336134,1387.9816632535367
0.05,100000,1903,12,52.54860746190226,1389.4361743361953
0.05,100000,1902,12,52.576235541535226,1390.8929777830851
0.05,100000,1901,12,52.60389268805891,1392.352078416419
0.05,100000,1900,12,52.63157894736842,1393.8134810710987
0.05,100000,1899,12,52.6592943654555,1395.2771905947561
0.05,100000,1898,12,52.68703898840885,1396.743211847792
0.05,100000,1897,12,52.71481286241434,1398.2115497034179
0.05,100000,1896,12,52.742616033755276,1399.6822090476953
0.05,100000,1895,12,52.770448548812666,1401.1551947795776
0.05,100000,1894,12,52.79831045406547,1402.6305118109503
0.05,100000,1893,12,52.826201796090864,1404.1081650666717
0.05,100000,1892,12,52.854122621564485,1405.5881594846144
0.05,100000,1891,12,52.882072977260705,1407.0705000157072
0.05,100000,1890,12,52.91005291005291,1408.5551916239747
0.05,100000,1889,12,52.93806246691371,1410.0422392865814
0.05,100000,1888,12,52.96610169491525,1411.5316479938715
0.05,100000,1887,12,52.994170641229466,1413.0234227494116
0.05,100000,1886,12,53.022269353128316,1414.517568570033
0.05,100000,1885,12,53.05039787798408,1416.014090485873
0.05,100000,1884,12,53.07855626326964,1417.5129935404184
0.05,100000,1883,12,53.10674455655868,1419.0142827905474
0.05,100000,1882,12,53.13496280552604,1420.5179633065718
0.05,100000,1881,12,53.1632110579479,1422.0240401722815
0.05,100000,1880,12,53.191489361702125,1423.5325184849858
0.05,100000,1879,12,53.219797764768494,1425.0434033555568
0.05,100000,1878,12,53.24813631522897,1426.5566999084745
0.05,100000,1877,12,53.27650506126798,1428.0724132818677
0.05,100000,1876,12,53.304904051172706,1429.5905486275599
0.05,100000,1875,12,53.333333333333336,1431.111111111111
0.05,100000,1874,12,53.36179295624333,1432.634105911864
0.05,100000,1873,12,53.39028296849973,1434.1595382229864
0.05,100000,1872,12,53.41880341880342,1435.6874132515159
0.05,100000,1871,12,53.447354355959384,1437.217736218405
0.05,100000,1870,12,53.475935828877006,1438.7505123585652
0.05,100000,1869,12,53.50454788657036,1440.285746920912
0.05,100000,1868,12,53.53319057815846,1441.8234451684098
0.05,100000,1867,12,53.56186395286556,1443.363612378117
0.05,100000,1866,12,53.59056806002144,1444.9062538412318
0.05,100000,1865,12,53.61930294906166,1446.4513748631368
0.05,100000,1864,12,53.648068669527895,1447.9989807634452
0.05,100000,1863,12,53.676865271068166,1449.549076876047
0.05,100000,1862,12,53.70569280343717,1451.101668549154
0.05,100000,1861,12,53.73455131649651,1452.6567611453477
0.05,100000,1860,12,53.763440860215056,1454.2143600416234
0.05,100000,1859,12,53.79236148466918,1455.7744706294382
0.05,100000,1858,12,53.821313240043054,1457.3370983147574
0.05,100000,1857,12,53.85029617662897,1458.9022485181017
0.05,100000,1856,12,53.87931034482759,1460.4699266745936
0.05,100000,1855,12,53.908355795148246,1462.0401382340049
0.05,100000,1854,12,53.937432578209275,1463.612888660804
0.05,100000,1853,12,53.96654074473826,1465.188183434204
0.05,100000,1852,12,53.99568034557235,1466.7660280482096
0.05,100000,1851,12,54.02485143165856,1468.3464280116666
0.05,100000,1850,12,54.054054054054056,1469.9293888483078
0.05,100000,1849,12,54.08328826392645,1471.514916096803
0.05,100000,1848,12,54.112554112554115,1473.1030153108075
0.05,100000,1847,12,54.141851651326476,1474.6936920590094
0.05,100000,1846,12,54.17118093174431,1476.2869519251801
0.05,100000,1845,12,54.200542005420054,1477.882800508222
0.05,100000,1844,12,54.229934924078094,1479.4812434222185
0.05,100000,1843,12,54.25935973955507,1481.0822862964842
0.05,100000,1842,12,54.28881650380022,1482.6859347756122
0.05,100000,1841,12,54.31830526887561,1484.292194519526
0.05,100000,1840,12,54.34782608695652,1485.9010712035288
0.05,100000,1839,12,54.3773790103317,1487.5125705183534
0.05,100000,1838,12,54.4069640914037,1489.126698170213
0.05,100000,1837,12,54.43658138268917,1490.743459880852
0.05,100000,1836,12,54.46623093681917,1492.3628613875956
0.05,100000,1835,12,54.49591280653951,1493.9849084434015
0.05,100000,1834,12,54.525627044711015,1495.6096068169124
0.05,100000,1833,12,54.55537370430987,1497.2369622925044
0.05,100000,1832,12,54.585152838427945,1498.8669806703406
0.05,100000,1831,12,54.614964500273075,1500.4996677664228
0.05,100000,1830,12,54.6448087431694,1502.135029412643
0.05,100000,1829,12,54.67468562055768,1503.7730714568347
0.05,100000,1828,12,54.70459518599562,1505.413799762827
0.05,100000,1827,12,54.734537493158186,1507.0572202104959
0.05,100000,1826,12,54.7645125958379,1508.703338695817
0.05,100000,1825,12,54.794520547945204,1510.3521611309188
0.05,100000,1824,12,54.824561403508774,1512.0036934441366
0.05,100000,1823,12,54.85463521667581,1513.6579415800643
0.05,100000,1822,12,54.88474204171241,1515.3149114996086
0.05,100000,1821,12,54.91488193300384,1516.9746091800432
0.05,100000,1820,12,54.94505494505494,1518.6370406150627
0.05,100000,1819,12,54.97526113249038,1520.3022118148353
0.05,100000,1818,12,55.005500550055004,1521.9701288060598
0.05,100000,1817,12,55.0357732526142,1523.640797632018
0.05,100000,1816,12,55.06607929515418,1525.31422435263
0.05,100000,1815,12,55.09641873278237,1526.9904150445097
0.05,100000,1814,12,55.12679162072767,1528.6693758010201
0.05,100000,1813,12,55.15719801434087,1530.3511127323277
0.05,100000,1812,12,55.18763796909492,1532.0356319654597
0.05,100000,1811,12,55.21811154058531,1533.7229396443581
0.05,100000,1810,12,55.248618784530386,1535.413041929937
0.05,100000,1809,12,55.2791597567717,1537.105945000139
0.05,100000,1808,12,55.309734513274336,1538.8016550499908
0.05,100000,1807,12,55.340343110127286,1540.5001782916606
0.05,100000,1806,12,55.370985603543744,1542.2015209545148
0.05,100000,1805,12,55.40166204986149,1543.9056892851752
0.05,100000,1804,12,55.432372505543235,1545.6126895475768
0.05,100000,1803,12,55.46311702717693,1547.3225280230242
0.05,100000,1802,12,55.49389567147614,1549.0352110102517
0.05,100000,1801,12,55.5247084952804,1550.7507448254785
0.05,100000,1800,12,55.55555555555556,1552.4691358024693
0.05,100000,1799,12,55.58643690939411,1554.1903902925915
0.05,100000,1798,12,55.61735261401557,1555.914514664875
0.05,100000,1797,12,55.648302726766836,1557.6415153060705
0.05,100000,1796,12,55.67928730512249,1559.3713986207079
0.05,100000,1795,12,55.710306406685234,1561.1041710311579
0.05,100000,1794,12,55.74136008918617,1562.8398389776899
0.05,100000,1793,12,55.77244841048522,1564.578408918532
0.05,100000,1792,12,55.80357142857143,1566.3198873299318
0.05,100000,1791,12,55.83472920156337,1568.0642807062175
0.05,100000,1790,12,55.865921787709496,1569.8115955598555
0.05,100000,1789,12,55.89714924538848,1571.5618384215152
0.05,100000,1788,12,55.92841163310962,1573.3150158401272
0.05,100000,1787,12,55.95970900951315,1575.071134382946
0.05,100000,1786,12,55.99104143337066,1576.8302006356103
0.05,100000,1785,12,56.022408963585434,1578.5922212022062
0.05,100000,1784,12,56.053811659192824,1580.3572027053297
0.05,100000,1783,12,56.08524957936063,1582.125151786146
0.05,100000,1782,12,56.11672278338945,1583.8960751044551
0.05,100000,1781,12,56.14823133071308,1585.6699793387538
0.05,100000,1780,12,56.17977528089887,1587.446871186298
0.05,100000,1779,12,56.21135469364812,1589.226757363166
0.05,100000,1778,12,56.2429696287964,1591.009644604323
0.05,100000,1777,12,56.274620146314014,1592.7955396636844
0.05,100000,1776,12,56.306306306306304,1594.5844493141792
0.05,100000,1775,12,56.33802816901409,1596.3763803478148
0.05,100000,1774,12,56.36978579481398,1598.1713395757415
0.05,100000,1773,12,56.40157924421884,1599.9693338283184
0.05,100000,1772,12,56.433408577878104,1601.7703699551762
0.05,100000,1771,13,56.46527385657821,1480.222573684877
0.05,100000,1770,13,56.49717514124294,1481.8907033787814
0.05,100000,1769,13,56.52911249293386,1483.5616600321919
0.05,100000,1768,13,56.56108597285068,1485.2354500396104
0.05,100000,1767,13,56.59309564233163,1486.9120798136337
0.05,100000,1766,13,56.625141562853905,1488.5915557850137
0.05,100000,1765,13,56.657223796033996,1490.2738844027194
0.05,100000,1764,13,56.68934240362812,1491.9590721339991
0.05,100000,1763,13,56.72149744753261,1493.647125464443
0.05,100000,1762,13,56.75368898978434,1495.3380508980442
0.05,100000,1761,13,56.78591709256104,1497.0318549572632
0.05,100000,1760,13,56.81818181818182,1498.7285441830895
0.05,100000,1759,13,56.85048322910745,1500.428125135106
0.05,100000,1758,13,56.882821387940844,1502.1306043915508
0.05,100000,1757,13,56.91519635742743,1503.835988549383
0.05,100000,1756,13,56.94760820045558,1505.544284224345
0.05,100000,1755,13,56.98005698005698,1507.2554980510274
0.05,100000,1754,13,57.01254275940707,1508.9696366829332
0.05,100000,1753,13,57.04506560182544,1510.6867067925432
0.05,100000,1752,13,57.077625570776256,1512.4067150713802
0.05,100000,1751,13,57.110222729868646,1514.1296682300745
0.05,100000,1750,13,57.142857142857146,1515.8555729984303
0.05,100000,1749,13,57.17552887364208,1517.5844361254892
0.05,100000,1748,13,57.20823798627002,1519.3162643795993
0.05,100000,1747,13,57.24098454493417,1521.0510645484787
0.05,100000,1746,13,57.2737686139748,1522.7888434392846
0.05,100000,1745,13,57.306590257879655,1524.5296078786773
0.05,100000,1744,13,57.3394495412844,1526.27336471289
0.05,100000,1743,13,57.37234652897303,1528.0201208077947
0.05,100000,1742,13,57.4052812858783,1529.7698830489703
0.05,100000,1741,13,57.43825387708214,1531.52265834177
0.05,100000,1740,13,57.47126436781609,1533.2784536113904
0.05,100000,1739,13,57.50431282346176,1535.0372758029396
0.05,100000,1738,13,57.537399309551205,1536.799131881505
0.05,100000,1737,13,57.570523891767415,1538.5640288322238
0.05,100000,1736,13,57.6036866359447,1540.3319736603519
0.05,100000,1735,13,57.636887608069166,1542.1029733913324
0.05,100000,1734,13,57.67012687427912,1543.8770350708664
0.05,100000,1733,13,57.70340450086555,1545.6541657649843
0.05,100000,1732,13,57.736720554272516,1547.4343725601132
0.05,100000,1731,13,57.77007510109763,1549.2176625631505
0.05,100000,1730,13,57.80346820809248,1551.0040429015335
0.05,100000,1729,13,57.8368999421631,1552.793520723311
0.05,100000,1728,13,57.870370370370374,1554.5861031972142
0.05,100000,1727,13,57.903879559930516,1556.3817975127304
0.05,100000,1726,13,57.93742757821553,1558.180610880173
0.05,100000,1725,13,57.971014492753625,1559.9825505307547
0.05,100000,1724,13,58.0046403712297,1561.7876237166615
0.05,100000,1723,13,58.03830528148578,1563.5958377111242
0.05,100000,1722,13,58.07200929152149,1565.4071998084914
0.05,100000,1721,13,58.10575246949448,1567.2217173243057
0.05,100000,1720,13,58.13953488372093,1569.0393975953739
0.05,100000,1719,13,58.17335660267597,1570.8602479798444
0.05,100000,1718,13,58.20721769499418,1572.6842758572807
0.05,100000,1717,13,58.241118229470004,1574.5114886287354
0.05,100000,1716,13,58.27505827505828,1576.3418937168265
0.05,100000,1715,13,58.309037900874635,1578.1754985658122
0.05,100000,1714,13,58.343057176196034,1580.0123106416668
0.05,100000,1713,13,58.37711617046118,1581.8523374321571
0.05,100000,1712,13,58.41121495327103,1583.6955864469185
0.05,100000,1711,13,58.445353594389246,1585.5420652175312
0.05,100000,1710,13,58.47953216374269,1587.3917812975985
0.05,100000,1709,13,58.51375073142189,1589.2447422628227
0.05,100000,1708,13,58.5480093676815,1591.1009557110835
0.05,100000,1707,13,58.58230814294083,1592.9604292625163
0.05,100000,1706,13,58.61664712778429,1594.8231705595895
0.05,100000,1705,13,58.651026392961874,1596.6891872671838
0.05,100000,1704,13,58.68544600938967,1598.558487072671
0.05,100000,1703,13,58.71990604815032,1600.4310776859927
0.05,100000,1702,13,58.75440658049354,1602.3069668397416
0.05,100000,1701,13,58.78894767783657,1604.1861622892388
0.05,100000,1700,13,58.8235294117647,1606.0686718126165
0.05,100000,1699,13,58.85815185403178,1607.9545032108965
0.05,100000,1698,13,58.89281507656066,1609.8436643080724
0.05,100000,1697,13,58.927519151443725,1611.7361629511913
0.05,100000,1696,13,58.9622641509434,1613.6320070104337
0.05,100000,1695,13,58.99705014749262,1615.5312043791955
0.05,100000,1694,13,59.031877213695395,1617.433762974173
0.05,100000,1693,13,59.06674542232723,1619.3396907354418
0.05,100000,1692,13,59.1016548463357,1621.248995626542
0.05,100000,1691,13,59.13660555884092,1623.1616856345609
0.05,100000,1690,13,59.171597633136095,1625.0777687702166
0.05,100000,1689,13,59.20663114268798,1626.9972530679415
0.05,100000,1688,13,59.241706161137444,1628.9201465859671
0.05,100000,1687,13,59.27682276229994,1630.8464574064094
0.05,100000,1686,13,59.31198102016607,1632.7761936353518
0.05,100000,1685,13,59.347181008902076,1634.709363402933
0.05,100000,1684,13,59.38242280285036,1636.6459748634302
0.05,100000,1683,13,59.41770647653001,1638.5860361953473
0.05,100000,1682,13,59.45303210463734,1640.5295556015
0.05,100000,1681,13,59.4883997620464,1642.4765413091036
0.05,100000,1680,13,59.523809523809526,1644.4270015698587
0.05,100000,1679,13,59.55926146515783,1646.3809446600403
0.05,100000,1678,13,59.594755661501786,1648.3383788805847
0.05,100000,1677,13,59.630292188431724,1650.299312557178
0.05,100000,1676,13,59.665871121718375,1652.2637540403446
0.05,100000,1675,13,59.701492537313435,1654.2317117055366
0.05,100000,1674,13,59.73715651135006,1656.2031939532228
0.05,100000,1673,13,59.772863120143455,1658.1782092089784
0.05,100000,1672,13,59.80861244019139,1660.1567659235752
0.05,100000,1671,13,59.844404548174744,1662.1388725730721
0.05,100000,1670,13,59.880239520958085,1664.1245376589059
0.05,100000,1669,13,59.916117435590174,1666.113769707983
0.05,100000,1668,13,59.95203836930455,1668.1065772727695
0.05,100000,1667,13,59.9880023995201,1670.1029689313855
0.05,100000,1666,13,60.024009603841534,1672.102953287696
0.05,100000,1665,13,60.06006006006006,1674.1065389714038
0.05,100000,1664,13,60.09615384615385,1676.113734638143
0.05,100000,1663,13,60.132291040288635,1678.1245489695723
0.05,100000,1662,13,60.16847172081829,1680.1389906734692
0.05,100000,1661,13,60.20469596628537,1682.1570684838243
0.05,100000,1660,13,60.24096385542169,1684.1787911609365
0.05,100000,1659,13,60.27727546714888,1686.204167491507
0.05,100000,1658,13,60.31363088057901,1688.2332062887356
0.05,100000,1657,13,60.350030175015085,1690.265916392417
0.05,100000,1656,13,60.38647342995169,1692.3023066690364
0.05,100000,1655,13,60.42296072507553,1694.342386011867
0.05,100000,1654,13,60.45949214026602,1696.3861633410665
0.05,100000,1653,13,60.49606775559589,1698.4336476037754
0.05,100000,1652,13,60.53268765133172,1700.4848477742146
0.05,100000,1651,13,60.56935190793458,1702.5397728537832
0.05,100000,1650,13,60.60606060606061,1704.5984318711592
0.05,100000,1649,13,60.64281382656155,1706.6608338823964
0.05,100000,1648,13,60.679611650485434,1708.726987971026
0.05,100000,1647,13,60.71645415907711,1710.796903248156
0.05,100000,1646,13,60.75334143377886,1712.870588852571
0.05,100000,1645,13,60.790273556231,1714.9480539508347
0.05,100000,1644,13,60.82725060827251,1717.0293077373901
0.05,100000,1643,13,60.86427267194157,1719.1143594346618
0.05,100000,1642,13,60.90133982947625,1721.2032182931578
0.05,100000,1641,13,60.93845216331505,1723.2958935915733
0.05,100000,1640,13,60.97560975609756,1725.392394636892
0.05,100000,1639,13,61.01281269066504,1727.4927307644916
0.05,100000,1638,13,61.05006105006105,1729.5969113382469
0.05,100000,1637,13,61.08735491753207,1731.704945750634
0.05,100000,1636,13,61.12469437652812,1733.8168434228357
0.05,100000,1635,13,61.162079510703364,1735.9326138048468
0.05,100000,1634,13,61.19951040391677,1738.0522663755796
0.05,100000,1633,14,61.2369871402327,1615.8775384541868
0.05,100000,1632,14,61.27450980392157,1617.8530235623662
0.05,100000,1631,14,61.31207847946045,1619.8321401277162
0.05,100000,1630,14,61.34969325153374,1621.814897060484
0.05,100000,1629,14,61.387354205033766,1623.8013032982662
0.05,100000,1628,14,61.42506142506142,1625.7913678061097
0.05,100000,1627,14,61.46281499692686,1627.7850995766141
0.05,100000,1626,14,61.50061500615006,1629.7825076300314
0.05,100000,1625,14,61.53846153846154,1631.7836010143703
0.05,100000,1624,14,61.576354679802954,1633.7883888054969
0.05,100000,1623,14,61.61429451632779,1635.7968801072386
0.05,100000,1622,14,61.652281134401974,1637.8090840514878
0.05,100000,1621,14,61.69031462060457,1639.8250097983052
0.05,100000,1620,14,61.72839506172839,1641.8446665360245
0.05,100000,1619,14,61.76652254478073,1643.868063481357
0.05,100000,1618,14,61.804697156983934,1645.8952098794966
0.05,100000,1617,14,61.84291898577613,1647.9261150042264
0.05,100000,1616,14,61.881188118811885,1649.9607881580237
0.05,100000,1615,14,61.919504643962846,1651.9992386721676
0.05,100000,1614,14,61.95786864931846,1654.0414759068453
0.05,100000,1613,14,61.99628022318661,1656.0875092512606
0.05,100000,1612,14,62.03473945409429,1658.1373481237406
0.05,100000,1611,14,62.07324643078833,1660.1910019718453
0.05,100000,1610,14,62.11180124223603,1662.2484802724762
0.05,100000,1609,14,62.15040397762586,1664.309792531986
0.05,100000,1608,14,62.18905472636816,1666.3749482862872
0.05,100000,1607,14,62.22775357809583,1668.4439571009646
0.05,100000,1606,14,62.266500622665006,1670.5168285713844
0.05,100000,1605,14,62.30529595015577,1672.5935723228065
0.05,100000,1604,14,62.34413965087282,1674.6741980104957
0.05,100000,1603,14,62.38303181534623,1676.758715319835
0.05,100000,1602,14,62.421972534332085,1678.847133966437
0.05,100000,1601,14,62.46096189881324,1680.9394636962586
0.05,100000,1600,14,62.5,1683.0357142857142
0.05,100000,1599,14,62.53908692933083,1685.1358955417895
0.05,100000,1598,14,62.57822277847309,1687.240017302157
0.05,100000,1597,14,62.61740763932373,1689.348089435291
0.05,100000,1596,14,62.65664160401003,1691.4601218405842
0.05,100000,1595,14,62.69592476489028,1693.5761244484627
0.05,100000,1594,14,62.73525721455458,1695.696107220503
0.05,100000,1593,14,62.77463904582549,1697.8200801495511
0.05,100000,1592,14,62.814070351758794,1699.9480532598384
0.05,100000,1591,14,62.853551225644246,1702.0800366071003
0.05,100000,1590,14,62.893081761006286,1704.216040278696
0.05,100000,1589,14,62.93266205160478,1706.3560743937278
0.05,100000,1588,14,62.97229219143577,1708.5001491031603
0.05,100000,1587,14,63.0119722747322,1710.6482745899416
0.05,100000,1586,14,63.05170239596469,1712.8004610691235
0.05,100000,1585,14,63.09148264984227,1714.9567187879838
0.05,100000,1584,14,63.13131313131313,1717.117058026149
0.05,100000,1583,14,63.171193935565384,1719.2814890957147
0.05,100000,1582,14,63.21112515802781,1721.450022341371
0.05,100000,1581,14,63.25110689437065,1723.6226681405253
0.05,100000,1580,14,63.29113924050633,1725.7994369034266
0.05,100000,1579,14,63.33122229259025,1727.98033907329
0.05,100000,1578,14,63.371356147021544,1730.1653851264227
0.05,100000,1577,14,63.41154090044388,1732.3545855723492
0.05,100000,1576,14,63.45177664974619,1734.5479509539393
0.05,100000,1575,14,63.492063492063494,1736.7454918475325
0.05,100000,1574,14,63.53240152477764,1738.9472188630689
0.05,100000,1573,14,63.57279084551812,1741.1531426442136
0.05,100000,1572,14,63.61323155216285,1743.3632738684894
0.05,100000,1571,14,63.653723742838956,1745.5776232474027
0.05,100000,1570,14,63.69426751592356,1747.7962015265762
0.05,100000,1569,14,63.73486297004462,1750.0190194858767
0.05,100000,1568,14,63.775510204081634,1752.246087939549
0.05,100000,1567,14,63.81620931716656,1754.477417736345
0.05,100000,1566,14,63.85696040868455,1756.7130197596573
0.05,100000,1565,14,63.89776357827476,1758.952904927652
0.05,100000,1564,14,63.9386189258312,1761.1970841934015
0.05,100000,1563,14,63.97952655150352,1763.4455685450193
0.05,100000,1562,14,64.02048655569783,1765.6983690057937
0.05,100000,1561,14,64.06149903907752,1767.9554966343237
0.05,100000,1560,14,64.1025641025641,1770.2169625246547
0.05,100000,1559,14,64.14368184733804,1772.4827778064155
0.05,100000,1558,14,64.18485237483954,1774.7529536449533
0.05,100000,1557,14,64.22607578676943,1777.0275012414743
0.05,100000,1556,14,64.26735218508998,1779.3064318331797
0.05,100000,1555,14,64.30868167202573,1781.5897566934054
0.05,100000,1554,14,64.35006435006434,1783.8774871317619
0.05,100000,1553,14,64.39150032195751,1786.1696344942739
0.05,100000,1552,14,64.43298969072166,1788.4662101635213
0.05,100000,1551,14,64.47453255963894,1790.7672255587806
0.05,100000,1550,14,64.51612903225806,1793.0726921361677
0.05,100000,1549,14,64.55777921239509,1795.3826213887787
0.05,100000,1548,14,64.59948320413437,1797.6970248468356
0.05,100000,1547,14,64.64124111182934,1800.0159140778283
0.05,100000,1546,14,64.68305304010349,1802.3393006866613
0.05,100000,1545,14,64.72491909385113,1804.6671963157967
0.05,100000,1544,14,64.76683937823834,1806.9996126454018
0.05,100000,1543,14,64.80881399870383,1809.3365613934957
0.05,100000,1542,14,64.85084306095979,1811.6780543160958
0.05,100000,1541,14,64.89292667099286,1814.0241032073661
0.05,100000,1540,14,64.93506493506493,1816.3747198997662
0.05,100000,1539,14,64.9772579597141,1818.7299162642005
0.05,100000,1538,14,65.01950585175553,1821.0897042101672
0.05,100000,1537,14,65.06180871828236,1823.4540956859105
0.05,100000,1536,14,65.10416666666667,1825.8231026785713
0.05,100000,1535,14,65.14657980456026,1828.1967372143397
0.05,100000,1534,14,65.1890482398957,1830.575011358606
0.05,100000,1533,14,65.23157208088715,1832.9579372161165
0.05,100000,1532,14,65.27415143603133,1835.3455269311264
0.05,100000,1531,14,65.31678641410842,1837.7377926875552
0.05,100000,1530,14,65.359477124183,1840.1347467091412
0.05,100000,1529,14,65.40222367560497,1842.5364012595994
0.05,100000,1528,14,65.44502617801047,1844.9427686427769
0.05,100000,1527,14,65.48788474132286,1847.353861202812
0.05,100000,1526,14,65.53079947575361,1849.7696913242914
0.05,100000,1525,14,65.57377049180327,1852.1902714324108
0.05,100000,1524,14,65.61679790026247,1854.6156139931327
0.05,100000,1523,14,65.65988181221273,1857.0457315133497
0.05,100000,1522,14,65.7030223390276,1859.4806365410436
0.05,100000,1521,14,65.74621959237344,1861.9203416654484
0.05,100000,1520,14,65.78947368421052,1864.364859517214
0.05,100000,1519,14,65.83278472679395,1866.8142027685678
0.05,100000,1518,14,65.87615283267458,1869.2683841334813
0.05,100000,1517,14,65.91957811470007,1871.727416367833
