epsilon,N,k2,k1,data_duplication,store_complexity,get_complexity,join_complexity
0.1,5000,117,7,42.73504273504273,591248.447658704,323.5653235653235,88497.63052711771
0.1,5000,116,7,43.10344827586207,601426.8727705113,326.3546798029557,88663.88652964159
0.1,5000,115,7,43.47826086956522,611871.4555765595,329.1925465838509,88834.14798811775
0.1,5000,114,7,43.85964912280702,622591.5666358881,332.08020050125316,89008.54988348063
0.1,5000,113,7,44.24778761061947,633596.9927167357,335.0189633375474,89187.23303088955
0.1,5000,112,7,44.642857142857146,644897.9591836736,338.01020408163265,89370.3443877551
0.1,5000,111,7,45.04504504504504,656505.1538024511,341.05534105534105,89558.03738101036
0.1,5000,110,7,45.45454545454545,668429.7520661157,344.15584415584414,89750.47225501771
0.1,5000,109,7,45.87155963302752,680683.4441545325,347.3132372214941,89947.81644161747
0.1,5000,108,7,46.2962962962963,693278.4636488341,350.52910052910056,90150.24495394867
0.1,5000,107,7,46.728971962616825,706227.6181325881,353.8050734312417,90357.94080580962
0.1,5000,106,7,47.16981132075472,719544.3218227127,357.14285714285717,90571.09545847532
0.1,5000,105,7,47.61904761904762,733242.6303854876,360.5442176870748,90789.90929705216
0.1,5000,104,7,48.07692307692308,747337.2781065088,364.01098901098896,91014.5921386306
0.1,5000,103,7,48.54368932038835,761843.7175982656,367.54507628294033,91245.36377469265
0.1,5000,102,7,49.01960784313726,776778.1622452904,371.1484593837535,91482.45455044764
0.1,5000,101,7,49.504950495049506,792157.6316047446,374.82319660537485,91726.10598400718
0.1,5000,100,7,50.0,808000.0,378.57142857142856,91976.57142857143
0.1,5000,99,7,50.505050505050505,824324.0485664727,382.3953823953824,92234.11678108649
0.1,5000,98,7,51.02040816326531,841149.521032903,386.2973760932945,92499.02124114953
0.1,5000,97,7,51.54639175257732,858497.183547667,390.279823269514,92771.5781242883
0.1,5000,96,7,52.083333333333336,876388.8888888889,394.34523809523813,93052.09573412698
0.1,5000,95,7,52.63157894736842,894847.6454293628,398.49624060150376,93340.89829837752
0.1,5000,94,7,53.191489361702125,913897.6912630149,402.7355623100304,93638.32697406714
0.1,5000,93,7,53.763440860215056,933564.5739391837,407.06605222734254,93944.74092793552
0.1,5000,92,8,54.34782608695652,834640.8317580342,360.05434782608694,85331.94706994329
0.1,5000,91,8,54.94505494505494,853000.8453085376,364.01098901098896,85657.48701847604
0.1,5000,90,8,55.55555555555556,871975.3086419754,368.05555555555554,85993.2098765432
0.1,5000,89,8,56.17977528089887,891591.9707107687,372.19101123595505,86339.55939906578
0.1,5000,88,8,56.81818181818182,911880.1652892564,376.42045454545456,86697.0041322314
0.1,5000,87,8,57.47126436781609,932870.9208614082,380.74712643678157,87066.03910688334
0.1,5000,86,8,58.13953488372093,954597.0795024338,385.1744186046511,87447.18766901028
0.1,5000,85,8,58.8235294117647,977093.4256055362,389.70588235294116,87841.0034602076
0.1,5000,84,8,59.523809523809526,1000396.8253968254,394.34523809523813,88248.07256235828
0.1,5000,83,8,60.24096385542169,1024546.3782842213,399.0963855421687,88669.01582232545
0.1,5000,82,8,60.97560975609756,1049583.5812016656,403.9634146341464,89104.49137418203
0.1,5000,81,8,61.72839506172839,1075552.50723975,408.9506172839506,89555.19737844841
0.1,5000,80,8,62.5,1102500.0,414.0625,90021.875
0.1,5000,79,8,63.29113924050633,1130475.8852747958,419.30379746835445,90505.31164877424
0.1,5000,78,8,64.1025641025641,1159533.2018408943,424.6794871794872,91006.34451019067
0.1,5000,77,8,64.93506493506493,1189728.453364817,430.19480519480516,91525.86439534492
0.1,5000,76,8,65.78947368421052,1221121.8836565095,435.8552631578947,92064.81994459833
0.1,5000,75,8,66.66666666666667,1253777.777777778,441.6666666666667,92624.22222222222
0.1,5000,74,8,67.56756756756756,1287764.7918188458,447.63513513513516,93205.14974433894
0.1,5000,73,8,68.4931506849315,1323156.3145055359,453.7671232876712,93808.75398761494
0.1,5000,72,8,69.44444444444444,1360030.864197531,460.06944444444446,94436.26543209876
0.1,5000,71,8,70.4225352112676,1398472.5252926007,466.5492957746479,95089.00019837334
0.1,5000,70,9,71.42857142857143,1278730.1587301588,420.63492063492066,88823.92290249433
0.1,5000,69,9,72.46376811594203,1315932.6938785037,426.73107890499193,89531.43247216972
0.1,5000,68,9,73.52941176470588,1354786.620530565,433.00653594771234,90268.70434448289
0.1,5000,67,9,74.6268656716418,1395391.20318804,439.469320066335,91037.47803272196
0.1,5000,66,9,75.75757575757575,1437853.2802775223,446.1279461279461,91839.62350780533
0.1,5000,65,9,76.92307692307692,1482287.9684418146,452.991452991453,92677.15318869165
0.1,5000,64,9,78.125,1528819.4444444445,460.06944444444446,93552.23524305556
0.1,5000,63,9,79.36507936507937,1577581.814618852,467.3721340388007,94467.20836482741
0.1,5000,62,9,80.64516129032258,1628720.083246618,474.910394265233,95424.59821944733
0.1,5000,61,9,81.9672131147541,1682391.2329421602,482.6958105646631,96427.13577592642
0.1,5000,60,9,83.33333333333333,1738765.4320987656,490.74074074074076,97477.77777777778
0.1,5000,59,9,84.7457627118644,1798027.3867662551,499.05838041431264,98579.72964346132
0.1,5000,58,9,86.20689655172414,1860377.8570484875,507.6628352490422,99736.47113224996
0.1,5000,57,9,87.71929824561404,1926035.3613077528,516.5692007797271,100951.78516466604
0.1,5000,56,9,89.28571428571429,1995238.0952380954,525.7936507936508,102229.7902494331
0.1,5000,55,9,90.9090909090909,2068246.0973370061,535.3535353535353,103574.97704315887
0.1,5000,54,9,92.5925925925926,2145343.697607072,545.2674897119342,104992.24965706447
0.1,5000,53,10,94.33962264150944,2004158.0633677465,500.00000000000006,100931.4168743325
0.1,5000,52,10,96.15384615384616,2081775.147928994,509.6153846153846,102509.4674556213
0.1,5000,51,10,98.03921568627452,2163998.46212995,519.6078431372549,104177.29719338716
0.1,5000,50,10,100.0,2251200.0,530.0,105942.0
0.1,5000,49,10,102.04081632653062,2343790.087463557,540.8163265306123,107811.39108704706
0.1,5000,48,10,104.16666666666667,2442222.222222222,552.0833333333333,109794.09722222222
0.1,5000,47,10,106.38297872340425,2546998.6419194206,563.8297872340426,111899.66047985514
0.1,5000,46,10,108.69565217391305,2658676.748582231,576.0869565217391,114138.65784499055
0.1,5000,45,10,111.11111111111111,2777876.543209877,588.8888888888889,116522.83950617284
0.1,5000,44,10,113.63636363636364,2905289.256198347,602.2727272727273,119065.28925619835
0.1,5000,43,10,116.27906976744185,3041687.3985938346,616.2790697674418,121780.61114115738
0.1,5000,42,10,119.04761904761905,3187936.5079365084,630.952380952381,124685.14739229025
0.1,5000,41,10,121.95121951219512,3345008.923259964,646.3414634146342,127797.23378941107
0.1,5000,40,10,125.0,3514000.0,662.5,131137.5
0.1,5000,39,11,128.2051282051282,3360133.883210806,617.7156177156178,130183.76964915426
0.1,5000,38,11,131.57894736842104,3538957.441450516,633.9712918660288,134053.29891714934
0.1,5000,37,11,135.13513513513513,3732465.6351683377,651.1056511056511,138230.5498373066
0.1,5000,36,11,138.88888888888889,3942312.008978676,669.1919191919192,142749.60718294053
0.1,5000,35,11,142.85714285714286,4170389.6103896103,688.3116883116883,147649.44341372914
0.1,5000,34,11,147.05882352941177,4418873.859704309,708.5561497326204,152974.78766907833
0.1,5000,33,11,151.5151515151515,4690274.64729944,730.0275482093664,158777.18089990818
0.1,5000,32,11,156.25,4987500.0,752.8409090909091,165116.26420454547
0.1,5000,31,11,161.29032258064515,5313934.348689811,777.1260997067449,172061.36127140292
0.1,5000,30,11,166.66666666666666,5673535.353535353,803.0303030303031,179693.43434343435
0.1,5000,29,11,172.41379310344828,6070954.4914063355,830.7210031347962,188107.51810615067
0.1,5000,28,11,178.57142857142858,6511688.311688311,860.3896103896103,197415.7699443414
0.1,5000,27,12,185.1851851851852,6418747.142203932,817.9012345679012,203963.44307270233
0.1,5000,26,12,192.30769230769232,6921301.775147929,849.3589743589744,215485.3057199211
0.1,5000,25,12,200.0,7485333.333333334,883.3333333333334,228384.66666666666
0.1,5000,24,12,208.33333333333334,8121296.296296297,920.1388888888889,242893.05555555553
0.1,5000,23,12,217.3913043478261,8841965.973534973,960.1449275362319,259293.03717706364
0.1,5000,22,12,227.27272727272728,9663085.399449036,1003.7878787878788,277932.36914600554
0.1,5000,21,12,238.0952380952381,10604232.804232806,1051.5873015873017,299242.97052154195
0.1,5000,20,12,250.0,11690000.0,1104.1666666666665,323766.6666666667
0.1,5000,19,12,263.1578947368421,12951615.881809788,1162.280701754386,352190.6278855032
0.1,5000,18,12,277.77777777777777,14429218.106995886,1226.851851851852,385396.9135802469
0.1,5000,17,13,294.11764705882354,14930849.081714135,1199.0950226244345,421327.801437317
0.1,5000,16,13,312.5,16853846.153846156,1274.0384615384617,467908.41346153844
0.1,5000,15,13,333.3333333333333,19174017.094017096,1358.9743589743591,523967.094017094
0.1,5000,14,13,357.14285714285717,22008791.208791208,1456.0439560439559,592285.0078492936
0.1,5000,13,13,384.61538461538464,25522439.690487027,1568.0473372781066,676747.6331360947
0.1,5000,12,13,416.6666666666667,29950427.350427352,1698.7179487179487,782917.094017094
0.1,5000,11,13,454.54545454545456,35639923.71265099,1853.1468531468533,918983.4392879847
0.1,5000,10,13,500.0,43120000.0,2038.4615384615383,1097411.5384615385
0.1,5000,9,13,555.5555555555555,53229249.76258309,2264.9572649572647,1337932.5261158594
0.1,5000,8,14,625.0,62550000.00000001,2366.0714285714284,1670551.7857142857
0.1,5000,7,14,714.2857142857143,81689795.91836737,2704.081632653061,2158415.306122449
0.1,5000,6,14,833.3333333333334,111177777.77777779,3154.761904761905,2908086.507936508
0.1,5000,5,14,1000.0,160080000.00000003,3785.714285714286,4148064.285714286
0.1,5000,4,14,1250.0,250100000.00000003,4732.142857142857,6424614.285714285
0.1,5000,3,14,1666.6666666666667,444577777.77777785,6309.52380952381,11329753.174603174
0.1,5000,2,14,2500.0,1000200000.0000001,9464.285714285714,25305864.285714287
0.1,5000,1,14,5000.0,4000400000.0000005,18928.571428571428,100560864.28571428
