epsilon,N,k2,k1,data_duplication,store_complexity,get_complexity,join_complexity
0.05,5000,141,4,35.46099290780142,714119.0080981842,469.8581560283688,139008.70932045672
0.05,5000,140,4,35.714285714285715,724285.7142857143,473.2142857142857,139108.16326530612
0.05,5000,139,4,35.97122302158273,734672.1184203714,476.6187050359712,139209.57248589618
0.05,5000,138,4,36.231884057971016,745284.6040747743,480.07246376811594,139312.99096828396
0.05,5000,137,4,36.496350364963504,756129.7884810058,483.57664233576645,139418.47461239278
0.05,5000,136,4,36.76470588235294,767214.5328719724,487.13235294117646,139526.0813148789
0.05,5000,135,4,37.03703703703704,778545.9533607683,490.74074074074076,139635.87105624142
0.05,5000,134,4,37.3134328358209,790131.4323902875,494.4029850746269,139747.90599242592
0.05,5000,133,4,37.59398496240601,801978.6307874949,498.12030075187965,139862.25055119
0.05,5000,132,4,37.878787878787875,814095.5004591368,501.8939393939394,139978.97153351697
0.05,5000,131,4,38.16793893129771,826490.2977681954,505.7251908396947,140098.13822038344
0.05,5000,130,4,38.46153846153846,839171.5976331361,509.6153846153846,140219.8224852071
0.05,5000,129,4,38.75968992248062,852148.3083949281,513.5658914728682,140344.098912325
0.05,5000,128,4,39.0625,865429.6875,517.578125,140471.044921875
0.05,5000,127,4,39.37007874015748,879025.3580507162,521.6535433070866,140600.7409014818
0.05,5000,126,4,39.682539682539684,892945.3262786597,525.7936507936508,140733.27034517511
0.05,5000,125,4,40.0,907200.0,530.0,140868.72
0.05,5000,124,4,40.32258064516129,921800.2081165452,534.2741935483871,141007.18002081165
0.05,5000,123,4,40.65040650406504,936757.2212307488,538.6178861788618,141148.7441337828
0.05,5000,122,4,40.98360655737705,952082.773447998,543.032786885246,141293.50980919108
0.05,5000,121,4,41.32231404958678,967789.0854449833,547.5206611570248,141441.57844409536
0.05,5000,120,4,41.666666666666664,983888.8888888888,552.0833333333333,141593.05555555556
0.05,5000,119,4,42.016806722689076,1000395.4522985665,556.7226890756303,141748.05098509992
0.05,5000,118,4,42.3728813559322,1017322.6084458488,561.4406779661017,141906.67911519678
0.05,5000,117,4,42.73504273504273,1034684.783402732,566.2393162393162,142069.05909854628
0.05,5000,116,4,43.10344827586207,1052497.0273483947,571.1206896551724,142235.31510107015
0.05,5000,115,4,43.47826086956522,1070775.0472589792,576.0869565217391,142405.57655954632
0.05,5000,114,4,43.85964912280702,1089535.2416128041,581.140350877193,142579.9784549092
0.05,5000,113,4,44.24778761061947,1108794.7372542878,586.283185840708,142758.6616023181
0.05,5000,112,4,44.642857142857146,1128571.4285714289,591.5178571428571,142941.77295918367
0.05,5000,111,4,45.04504504504504,1148884.0191542895,596.8468468468468,143129.4659524389
0.05,5000,110,4,45.45454545454545,1169752.0661157023,602.2727272727273,143321.90082644628
0.05,5000,109,4,45.87155963302752,1191196.0272704319,607.7981651376148,143519.24501304605
0.05,5000,108,4,46.2962962962963,1213237.3113854597,613.425925925926,143721.67352537723
0.05,5000,107,4,46.728971962616825,1235898.331732029,619.1588785046729,143929.36937723818
0.05,5000,106,4,47.16981132075472,1259202.5631897475,625.0,144142.52402990387
0.05,5000,105,4,47.61904761904762,1283174.6031746033,630.952380952381,144361.3378684807
0.05,5000,104,4,48.07692307692308,1307840.2366863906,637.0192307692308,144586.02071005918
0.05,5000,103,4,48.54368932038835,1333226.5057969652,643.2038834951456,144816.79234612122
0.05,5000,102,4,49.01960784313726,1359361.7839292584,649.5098039215686,145053.8831218762
0.05,5000,101,4,49.504950495049506,1386275.8553083031,655.940594059406,145297.53455543573
0.05,5000,100,4,50.0,1414000.0,662.5,145548.0
0.05,5000,99,4,50.505050505050505,1442567.0849913273,669.1919191919192,145805.54535251504
0.05,5000,98,4,51.02040816326531,1472011.6618075804,676.0204081632653,146070.4498125781
0.05,5000,97,4,51.54639175257732,1502370.0712084176,682.9896907216495,146343.00669571687
0.05,5000,96,4,52.083333333333336,1533680.5555555555,690.1041666666667,146623.52430555556
0.05,5000,95,4,52.63157894736842,1565983.379501385,697.3684210526316,146912.3268698061
0.05,5000,94,4,53.191489361702125,1599320.959710276,704.7872340425531,147209.7555454957
0.05,5000,93,4,53.763440860215056,1633738.0043935715,712.3655913978495,147516.1694993641
0.05,5000,92,4,54.34782608695652,1669281.6635160684,720.1086956521739,147831.9470699433
0.05,5000,91,5,54.94505494505494,1364801.3524936598,582.4175824175824,123157.48701847604
0.05,5000,90,5,55.55555555555556,1395160.4938271604,588.8888888888889,123493.2098765432
0.05,5000,89,5,56.17977528089887,1426547.15313723,595.5056179775281,123839.55939906578
0.05,5000,88,5,56.81818181818182,1459008.2644628098,602.2727272727273,124197.0041322314
0.05,5000,87,5,57.47126436781609,1492593.4733782534,609.1954022988506,124566.03910688334
0.05,5000,86,5,58.13953488372093,1527355.327203894,616.2790697674418,124947.18766901028
0.05,5000,85,5,58.8235294117647,1563349.480968858,623.5294117647059,125341.0034602076
