epsilon,N,k2,k1,data_duplication,store_complexity,get_complexity,join_complexity
0.1,2500,29,6,86.20689655172414,2790566.785572731,761.4942528735631,85841.63694015061
0.1,2500,28,6,89.28571428571429,2992857.142857143,788.6904761904763,88334.52380952382
0.1,2500,27,6,92.5925925925926,3218015.5464106076,817.9012345679012,91096.50205761316
0.1,2500,26,6,96.15384615384616,3469625.2465483234,849.3589743589744,94168.73767258383
0.1,2500,25,6,100.0,3752000.0,883.3333333333334,97600.66666666666
0.1,2500,24,6,104.16666666666667,4070370.370370371,920.1388888888889,101452.08333333333
0.1,2500,23,6,108.69565217391305,4431127.914303718,960.1449275362319,105795.872715816
0.1,2500,22,6,113.63636363636364,4842148.760330579,1003.7878787878788,110721.62534435262
0.1,2500,21,6,119.04761904761905,5313227.513227513,1051.5873015873017,116340.47619047618
0.1,2500,20,6,125.0,5856666.666666666,1104.1666666666665,122791.66666666666
0.1,2500,19,6,131.57894736842104,6488088.64265928,1162.280701754386,130251.56971375807
0.1,2500,18,6,138.88888888888889,7227572.016460906,1226.851851851852,138946.2962962963
0.1,2500,17,6,147.05882352941177,8101268.742791235,1299.0196078431372,149169.60784313726
0.1,2500,16,6,156.25,9143750.000000002,1380.2083333333335,161308.85416666666
0.1,2500,15,6,166.66666666666666,10401481.481481481,1472.2222222222222,175883.33333333334
0.1,2500,14,6,178.57142857142858,11938095.238095239,1577.3809523809525,193602.38095238095
0.1,2500,13,6,192.30769230769232,13842603.550295858,1698.7179487179487,215455.71992110452
0.1,2500,12,6,208.33333333333334,16242592.592592593,1840.2777777777778,242858.3333333333
0.1,2500,11,6,227.27272727272728,19326170.79889807,2007.5757575757575,277891.0468319559
0.1,2500,10,7,250.0,20040000.000000004,1892.857142857143,317764.28571428574
0.1,2500,9,7,277.77777777777777,24735802.469135806,2103.1746031746034,379382.8042328043
0.1,2500,8,7,312.5,31300000.000000004,2366.0714285714284,465083.03571428574
0.1,2500,7,7,357.14285714285717,40873469.3877551,2704.081632653061,589435.7142857142
0.1,2500,6,7,416.6666666666667,55622222.222222224,3154.761904761905,780030.9523809523
0.1,2500,5,7,500.0,80080000.0,3785.714285714286,1094464.2857142857
0.1,2500,4,7,625.0,125100000.00000001,4732.142857142857,1670239.2857142857
0.1,2500,3,7,833.3333333333334,222355555.55555558,6309.52380952381,2907530.9523809524
0.1,2500,2,7,1250.0,500200000.00000006,9464.285714285714,6423364.285714285
0.1,2500,1,7,2500.0,2000400000.0000002,18928.571428571428,25300864.285714287
