k,epsilon,N,k2,k1,data_duplication,store_complexity,get_complexity,join_complexity
16,0.1,10000,100,14,6.25,248057.1428571429,10956.250000000002,127374.57142857143
16,0.1,10000,99,15,6.313131313131313,236144.06693194574,10707.193993810155,123533.83838383839
16,0.1,10000,98,15,6.377551020408164,240909.62099125364,10872.54442593364,124482.22268499236
16,0.1,10000,97,15,6.443298969072165,245822.51036241895,11042.472632585821,125458.92407978178
16,0.1,10000,96,15,6.510416666666667,250888.8888888889,11217.158564814814,126465.10416666667
16,0.1,10000,95,15,6.578947368421052,256115.23545706368,11396.791320406277,127501.98522622345
16,0.1,10000,94,15,6.648936170212766,261508.37483023992,11581.56971480308,128570.85408178665
16,0.1,10000,93,15,6.720430107526882,267075.50005781016,11771.702894361582,129673.06625043358
16,0.1,10000,92,15,6.793478260869565,272824.19659735356,11967.410995589162,130810.05040957782
16,0.1,10000,91,15,6.868131868131868,278762.4683009298,12168.925854365414,131983.31320693958
16,0.1,10000,90,16,6.944444444444445,267092.5925925926,11936.728395061727,129027.77777777778
16,0.1,10000,89,16,7.022471910112359,273039.38896603964,12140.98598661785,130278.45600302992
16,0.1,10000,88,16,7.1022727272727275,279189.0495867769,12351.497933884299,131570.45454545453
16,0.1,10000,87,16,7.183908045977011,285550.9314308363,12568.536134231734,132905.64803804993
16,0.1,10000,86,16,7.267441860465116,292134.93780421844,12792.387777176851,134286.01946998376
16,0.1,10000,85,16,7.352941176470588,298951.55709342554,13023.35640138408,135713.6678200692
16,0.1,10000,84,16,7.440476190476191,306011.9047619048,13261.763038548754,137190.8163265306
16,0.1,10000,83,16,7.530120481927711,313327.76890695316,13507.947452460445,138719.8214544927
16,0.1,10000,82,16,7.621951219512195,320911.65972635336,13762.269482450922,140303.18262938727
16,0.1,10000,81,16,7.716049382716049,328776.8632830361,14025.110501447949,141943.55281207134
16,0.1,10000,80,16,7.8125,336937.5,14296.875,143643.75
16,0.1,10000,79,16,7.9113924050632916,345408.5883672488,14577.992308924851,145406.76974843774
16,0.1,10000,78,17,8.012820512820513,333370.4606102796,14356.738504080133,143559.32822833274
16,0.1,10000,77,17,8.116883116883116,341973.74817695667,14644.946821703888,145457.75946742334
16,0.1,10000,76,17,8.223684210526315,350917.3863451197,14943.452623431644,147429.20808212482
16,0.1,10000,75,17,8.333333333333334,360219.60784313723,15252.777777777777,149477.5294117647
16,0.1,10000,74,17,8.445945945945946,369899.8839857346,15573.478386972027,151606.83839642504
16,0.1,10000,73,17,8.561643835616438,379979.0270771472,15906.14755003146,153821.53091298445
16,0.1,10000,72,17,8.680555555555555,390479.30283224396,16251.418391430645,156126.30718954248
16,0.1,10000,71,17,8.80281690140845,401424.55395171355,16609.967385089323,158526.19753316918
16,0.1,10000,70,17,8.928571428571429,412840.3361344538,16982.518007202885,161026.5906362545
16,0.1,10000,69,17,9.057971014492754,424754.06797879835,17369.84475579772,163633.26476148114
16,0.1,10000,68,18,9.191176470588236,412906.5743944637,17178.068531334102,163084.44828911958
16,0.1,10000,67,18,9.328358208955224,425184.52513551654,17580.05680552462,165922.7531496745
16,0.1,10000,66,18,9.469696969696969,438022.65074992337,17998.70548923579,168887.37373737374
16,0.1,10000,65,18,9.615384615384615,451455.62130177516,18434.99342537804,171986.02892833663
16,0.1,10000,64,18,9.765625,465520.8333333333,18889.973958333336,175227.03993055556
16,0.1,10000,63,18,9.920634920634921,480258.67136978253,19364.781920998852,178619.38775510204
16,0.1,10000,62,18,10.080645161290322,495712.7991675337,19860.641403630474,182172.77719967626
16,0.1,10000,61,18,10.245901639344263,511930.48463674646,20378.874406521543,185897.7082026934
16,0.1,10000,60,18,10.416666666666666,528962.962962963,20920.91049382716,189805.55555555556
16,0.1,10000,59,19,10.59322033898305,518083.43035122997,20786.081207759416,190984.68150410498
16,0.1,10000,58,19,10.775862068965518,535925.902747356,21356.604762500785,195296.4422053946
16,0.1,10000,57,19,10.964912280701755,554712.54313068,21954.72088577862,199831.4404432133
16,0.1,10000,56,19,11.160714285714286,574511.2781954887,22582.32075725027,204605.55853920517
16,0.1,10000,55,19,11.363636363636363,595396.2592431493,23241.46367986081,209636.12440191387
16,0.1,10000,54,19,11.574074074074074,617448.5596707818,23934.39553100859,214942.07277452893
16,0.1,10000,53,19,11.79245283018868,640756.9653931911,24663.569635195145,220544.12789717264
16,0.1,10000,52,19,12.01923076923077,665418.8726253504,25431.67042977266,226465.01090003113
16,0.1,10000,51,20,12.254901960784315,656964.244521338,25400.75932333718,230098.09688581314
16,0.1,10000,50,20,12.5,683280.0,26222.5,236734.0
16,0.1,10000,49,20,12.755102040816327,711218.6588921283,27090.847563515203,243771.40774677217
16,0.1,10000,48,20,13.020833333333334,740916.6666666666,28009.548611111106,251243.75
16,0.1,10000,47,20,13.297872340425531,772525.1244907198,28982.741059302847,259188.02625622455
16,0.1,10000,46,20,13.58695652173913,806211.7202268431,30015.004725897925,267645.2741020794
16,0.1,10000,45,20,13.88888888888889,842162.962962963,31111.419753086426,276661.1111111111
16,0.1,10000,44,20,14.204545454545455,880586.776859504,32277.634297520664,286286.36363636365
16,0.1,10000,43,21,14.534883720930232,877824.3065749826,32456.009039635323,294196.8464292153
16,0.1,10000,42,21,14.880952380952381,919818.5941043084,33731.00232156355,305218.0272108844
16,0.1,10000,41,21,15.24390243902439,964915.4414889098,35093.28701736496,317040.31472196255
16,0.1,10000,40,21,15.625,1013428.5714285715,36551.33928571429,329744.04761904763
16,0.1,10000,39,21,16.025641025641026,1065712.4072508689,38114.707585861426,343419.9351930121
16,0.1,10000,38,21,16.44736842105263,1122168.5793430945,39794.181176625774,358170.70966890914
16,0.1,10000,37,22,16.89189189189189,1129469.4202802312,40301.4393386015,371948.5922039976
16,0.1,10000,36,22,17.36111111111111,1192693.6026936027,42179.257856341195,389215.6565656566
16,0.1,10000,35,22,17.857142857142858,1261402.5974025973,44208.95176252319,407959.6474953618
16,0.1,10000,34,22,18.38235294117647,1336250.3932054106,46407.970273670966,428355.4105064486
16,0.1,10000,33,22,18.939393939393938,1417991.4850989229,48796.38325402787,450604.54545454547
16,0.1,10000,32,22,19.53125,1507500.0000000002,51397.37215909091,474940.48295454547
16,0.1,10000,31,22,20.161290322580644,1605793.2078327497,54237.8322769842,501634.72235360893
16,0.1,10000,30,23,20.833333333333332,1639536.2318840579,55552.234299516895,529028.2608695652
16,0.1,10000,29,23,21.551724137931036,1753974.0474590294,58846.44962001759,561446.334591325
16,0.1,10000,28,23,22.321428571428573,1880869.5652173914,62477.955856255554,597352.7506654835
16,0.1,10000,27,23,23.14814814814815,2022100.5546609412,66495.98169022486,637270.2361782072
16,0.1,10000,26,23,24.03846153846154,2179912.528942629,70959.20697195781,681823.5271417545
16,0.1,10000,25,24,25.0,2258800.0,73575.0,729952.6666666666
16,0.1,10000,24,24,26.041666666666668,2450138.888888889,78955.43981481482,786191.6666666666
16,0.1,10000,23,24,27.17391304347826,2666937.618147448,85013.7838689351,849841.2413358538
16,0.1,10000,22,24,28.40909090909091,2913925.619834711,91872.4173553719,922271.212121212
16,0.1,10000,21,24,29.761904761904763,3196984.1269841273,99683.0120937264,1005184.0136054421
16,0.1,10000,20,24,31.25,3523500.0,108635.41666666667,1100716.6666666667
16,0.1,10000,19,25,32.89473684210526,3746739.0581717454,115222.92243767313,1209914.542936288
16,0.1,10000,18,25,34.72222222222222,4173214.8148148144,126822.37654320987,1339594.4444444445
16,0.1,10000,17,25,36.76470588235294,4677060.207612457,140433.9965397924,1492624.0484429065
16,0.1,10000,16,25,39.0625,5278200.0,156564.0625,1674993.75
16,0.1,10000,15,26,41.666666666666664,5772512.820512821,170357.90598290597,1893211.5384615385
16,0.1,10000,14,26,44.642857142857146,6624395.604395605,192992.05259026686,2161366.6405023546
16,0.1,10000,13,26,48.07692307692308,7680163.859808831,220842.34182976786,2493315.680473373
16,0.1,10000,12,26,52.083333333333336,9010512.82051282,255682.42521367522,2911111.5384615385
16,0.1,10000,11,26,56.81818181818182,10719669.421487603,300117.21233312145,3447247.9020979023
16,0.1,10000,10,27,62.5,12486222.222222222,346618.05555555556,4149787.037037037
16,0.1,10000,9,27,69.44444444444444,15409931.412894377,421710.96250571555,5099964.814814815
16,0.1,10000,8,27,78.125,19496666.666666668,525865.1620370371,6426562.037037037
16,0.1,10000,7,27,89.28571428571429,25456507.93650794,676574.546485261,8358921.730914588
16,0.1,10000,6,28,104.16666666666667,33400476.190476194,877385.9126984128,11330864.285714285
16,0.1,10000,5,28,125.0,48080571.42857143,1243339.285714286,16255264.285714285
16,0.1,10000,4,28,156.25,75100714.2857143,1911316.9642857146,25308364.285714287
16,0.1,10000,3,28,208.33333333333334,133467619.04761906,3342073.4126984132,44840864.28571428
16,0.1,10000,2,29,312.5,289849655.17241377,7147381.4655172415,100569632.7586207
16,0.1,10000,1,29,625.0,1159009655.1724138,28087866.379310347,401079632.7586207
