k,epsilon,N,k2,k1,data_duplication,store_complexity,get_complexity,join_complexity
8,0.05,10000,71,10,17.6056338028169,936339.6151557231,23507.191033525094,199702.66812140448
8,0.05,10000,70,10,17.857142857142858,963053.0612244899,24072.959183673473,202203.0612244898
8,0.05,10000,69,10,18.115942028985508,990932.9972694813,24661.888258769166,204809.73534971644
8,0.05,10000,68,10,18.38235294117647,1020048.4429065743,25275.302768166086,207528.89273356402
8,0.05,10000,67,10,18.65671641791045,1050473.602138561,25914.62463800401,210367.19759411894
8,0.05,10000,66,10,18.939393939393938,1082288.3379247016,26581.382001836544,213331.81818181818
8,0.05,10000,65,10,19.23076923076923,1115578.698224852,27277.21893491124,216430.47337278107
8,0.05,10000,64,11,19.53125,1045852.2727272728,26141.690340909092,210580.5752840909
8,0.05,10000,63,11,19.841269841269842,1079059.0714400238,26842.94761675714,213972.9231086374
8,0.05,10000,62,11,20.161290322580644,1113881.3735691984,27576.210859899722,217526.31255321164
8,0.05,10000,61,11,20.491803278688526,1150425.8386064353,28343.52324643913,221251.24355622876
8,0.05,10000,60,11,20.833333333333332,1188808.080808081,29147.095959595958,225159.0909090909
8,0.05,10000,59,11,21.1864406779661,1229153.5870047791,29989.325167794,229262.19346582747
8,0.05,10000,58,11,21.551724137931036,1271598.7460815047,30872.811047454332,233573.95416711707
8,0.05,10000,57,11,21.92982456140351,1316292.0059318952,31800.379137636755,238108.9524049358
8,0.05,10000,56,11,22.321428571428573,1363395.1762523192,32775.10435992579,242883.07050092766
8,0.05,10000,55,11,22.727272727272727,1413084.8985725017,33800.3380916604,247913.63636363635
8,0.05,10000,54,11,23.14814814814815,1465554.3085172717,34879.73874547948,253219.58473625142
8,0.05,10000,53,11,23.58490566037736,1521014.9195766852,36017.30638531991,258821.63985889513
8,0.05,10000,52,11,24.03846153846154,1579698.762775686,37217.42200107585,264742.5228617536
8,0.05,10000,51,11,24.50980392156863,1641860.8227604767,38484.89217433854,271007.18779490405
8,0.05,10000,50,11,25.0,1707781.8181818181,39824.99999999999,277643.09090909094
8,0.05,10000,49,11,25.510204081632654,1777771.3831358145,41243.56328802393,284680.4986558631
8,0.05,10000,48,11,26.041666666666668,1852171.7171717172,42747.00126262627,292152.84090909094
8,0.05,10000,47,11,26.595744680851062,1931361.7844355735,44342.41121033787,300097.11716531543
8,0.05,10000,46,11,27.17391304347826,2015762.1584464684,46037.656813885544,308554.3650111703
8,0.05,10000,45,11,27.77777777777778,2105840.628507295,47841.47025813692,317570.20202020206
8,0.05,10000,44,12,28.40909090909091,2018608.8154269974,46528.064738292014,319619.69696969696
8,0.05,10000,43,12,29.069767441860463,2113080.944654768,48429.55651703623,329911.13214350096
8,0.05,10000,42,12,29.761904761904763,2214368.858654573,50461.545729402875,340932.31292517006
8,0.05,10000,41,12,30.48780487804878,2323144.9534007534,52636.57545112036,352754.60043624823
8,0.05,10000,40,12,31.25,2440166.6666666665,54968.74999999999,365458.3333333333
8,0.05,10000,39,12,32.05128205128205,2566289.7216743366,57473.97545474469,379134.2209072978
8,0.05,10000,38,12,32.89473684210526,2702483.841181902,60170.24469067406,393884.9953831948
8,0.05,10000,37,12,33.78378378378378,2849851.473094716,63077.976625273914,409827.38008278544
8,0.05,10000,36,12,34.72222222222222,3009650.205761317,66220.42181069958,427094.44444444444
8,0.05,10000,35,12,35.714285714285715,3183319.7278911564,69624.14965986395,445838.43537414965
8,0.05,10000,34,12,36.76470588235294,3372514.417531719,73319.6366782007,466234.19838523644
8,0.05,10000,33,12,37.878787878787875,3579142.94459749,77341.98041016223,488483.3333333333
8,0.05,10000,32,12,39.0625,3805416.666666667,81731.77083333333,512819.2708333333
8,0.05,10000,31,12,40.32258064516129,4053909.1224419004,86536.16024973984,539513.5102323968
8,0.05,10000,30,12,41.666666666666664,4327629.62962963,91810.18518518518,568883.3333333334
8,0.05,10000,29,12,43.10344827586207,4630114.942528736,97618.41062227509,601301.4070550932
8,0.05,10000,28,13,44.642857142857146,4583579.277864993,97356.25981161695,630797.5667189952
8,0.05,10000,27,13,46.2962962962963,4928200.907460167,103976.86504167986,670715.0522317189
8,0.05,10000,26,13,48.07692307692308,5313299.954483386,111347.57624032773,715268.3431952662
8,0.05,10000,25,13,50.0,5745476.923076923,119588.46153846155,765209.0769230769
8,0.05,10000,24,13,52.083333333333336,6232735.042735043,128844.81837606839,821448.0769230769
8,0.05,10000,23,13,54.34782608695652,6784853.8606950715,139293.84179147886,885097.6515922641
8,0.05,10000,22,13,56.81818181818182,7413884.297520662,151153.44882390337,957527.6223776223
8,0.05,10000,21,13,59.523809523809526,8134812.489098202,164694.09558695272,1040440.4238618524
8,0.05,10000,20,13,62.5,8966461.538461538,180254.8076923077,1135973.076923077
8,0.05,10000,19,13,65.78947368421052,9932733.858938845,198265.23545706368,1246837.619859365
8,0.05,10000,18,13,69.44444444444444,11064349.47768281,219276.4719848053,1376517.5213675215
8,0.05,10000,17,13,73.52941176470588,12401320.202289062,244004.85759914826,1529547.1253659835
8,0.05,10000,16,13,78.125,13996538.461538464,273395.4326923077,1711916.826923077
8,0.05,10000,15,13,83.33333333333333,15921094.017094018,308715.81196581194,1931673.076923077
8,0.05,10000,14,13,89.28571428571429,18272339.089481946,351698.39089481946,2199828.178963893
8,0.05,10000,13,14,96.15384615384616,19673136.094674554,378494.29416737106,2526282.7134404057
8,0.05,10000,12,14,104.16666666666667,23083015.873015877,440560.5158730159,2944078.5714285714
8,0.05,10000,11,14,113.63636363636364,27464037.780401416,519966.0566706021,3480214.935064935
8,0.05,10000,10,14,125.0,33223428.571428575,623910.7142857143,4184178.5714285714
8,0.05,10000,9,14,138.88888888888889,41006631.39329806,763780.8641975309,5134356.34920635
8,0.05,10000,8,14,156.25,51886428.571428575,958459.8214285715,6460953.571428572
8,0.05,10000,7,14,178.57142857142858,67753586.00583091,1241155.2478134113,8393313.265306123
8,0.05,10000,6,14,208.33333333333334,92197777.77777779,1674771.8253968256,11366578.57142857
8,0.05,10000,5,14,250.0,132732571.42857143,2390678.571428572,16290978.57142857
8,0.05,10000,4,14,312.5,207344285.71428573,3702633.928571429,25344078.57142857
8,0.05,10000,3,14,416.6666666666667,368522539.6825397,6524146.8253968265,44876578.571428575
8,0.05,10000,2,14,625.0,828974285.7142859,14548125.000000002,100606578.57142857
8,0.05,10000,1,15,1250.0,3094085333.333333,53855250.0,401111816.6666667
