k,epsilon,N,k2,k1,data_duplication,store_complexity,get_complexity,join_complexity
16,0.05,10000,100,9,6.25,385866.6666666666,14372.916666666666,167057.11111111112
16,0.05,10000,99,9,6.313131313131313,393573.44488657615,14608.79133648494,167978.28282828283
16,0.05,10000,98,9,6.377551020408164,401516.03498542274,14851.349553426811,168926.6671294368
16,0.05,10000,97,9,6.443298969072165,409704.1839373649,15100.856449498706,169903.3685242262
16,0.05,10000,96,9,6.510416666666667,418148.1481481482,15357.590663580248,170909.54861111112
16,0.05,10000,95,9,6.578947368421052,426858.72576177283,15621.845183133273,171946.4296706679
16,0.05,10000,94,9,6.648936170212766,435847.29138373316,15893.928248076052,173015.29852623108
16,0.05,10000,93,9,6.720430107526882,445125.8334296836,16174.164322143857,174117.510694878
16,0.05,10000,92,9,6.793478260869565,454706.99432892253,16462.895137576143,175254.49485402225
16,0.05,10000,91,9,6.868131868131868,464604.113834883,16760.48081954675,176427.75765138402
16,0.05,10000,90,9,6.944444444444445,474831.2757201645,17067.30109739369,177638.88888888888
16,0.05,10000,89,9,7.022471910112359,485403.3581618482,17383.756610416753,178889.567114141
16,0.05,10000,88,9,7.1022727272727275,496336.08815427,17710.270316804406,180181.56565656565
16,0.05,10000,87,10,7.183908045977011,456881.49028933805,16795.002642356983,170405.64803804993
16,0.05,10000,86,10,7.267441860465116,467415.9004867496,17114.622769064357,171786.01946998376
16,0.05,10000,85,10,7.352941176470588,478322.49134948093,17444.723183391005,173213.6678200692
16,0.05,10000,84,10,7.440476190476191,489619.0476190477,17785.785147392293,174690.8163265306
16,0.05,10000,83,10,7.530120481927711,501324.430251125,18138.318333575266,176219.8214544927
16,0.05,10000,82,10,7.621951219512195,513458.65556216537,18502.86287923855,177803.18262938727
16,0.05,10000,81,10,7.716049382716049,526042.9812528577,18879.991617131534,179443.55281207134
16,0.05,10000,80,10,7.8125,539100.0,19270.3125,181143.75
16,0.05,10000,79,10,7.9113924050632916,552653.7413875982,19674.47123858356,182906.76974843774
16,0.05,10000,78,10,8.012820512820513,566729.7830374754,20093.15417488495,184735.79881656804
16,0.05,10000,77,10,8.116883116883116,581355.3719008265,20527.09141507843,186634.2300556586
16,0.05,10000,76,10,8.223684210526315,596559.5567867035,20977.060249307473,188605.67867036012
16,0.05,10000,75,10,8.333333333333334,612373.3333333334,21443.888888888894,190654.0
16,0.05,10000,74,10,8.445945945945946,628829.8027757487,21928.460555149744,192783.30898466034
16,0.05,10000,73,10,8.561643835616438,645964.3460311503,22431.71795834115,194998.00150121975
16,0.05,10000,72,10,8.680555555555555,663814.8148148148,22954.66820987654,197302.77777777778
